PLOT,ENTRYNO,GID,ENTRY,DESIGNATION,PARENTS,SOURCE,REP,ROW,COLUMN,SEEDING_DATE,FLW,MATURITY,PLTHGT,TILLER,MC,Plotyield-H,MISSHILL,Plotyield-C,Plotyield-Adj,LODGING,Ldg-Sticks,GLH,BPH,BLAST,BB1,BB2,HARVESTDATE,REMARKS
433,A1404,3219003,IR11A481,IR 88654-81-2-1-2,IRRI 168/IR02W101,A3509,1,7,63,20130608,87,117,122,15,9,2563,,2268,2712,5,,3,3,0,1,5,09-Oct,
499,A1405,3219008,IR11A483,IR 88654-99-2-1-1,IRRI 168/IR02W101,A3510,1,5,63,20130608,90,120,130,16,10.3,2311,,1918,2410,7,,3,1,1,1,5,14-Oct,shb
491,A1406,3219038,IR11A490,IR 88662-90-1-3-1,IR 72903-99-2-3-2/IR01W102,A3511,1,6,62,20130608,92,122,118,16,10.3,1731,,1771,1805,7,S,5,3,0,1,3,17-Oct,
316,A1108,3158779,IR11A583,IR 89204-36-2-1-3,IR06F561/IR 72875-94-3-3-2//Mae khaw,A3512,1,1,15,20130608,89,119,139,26,12.2,2766,,1801,2824,9,S,3,5,4,1,1,10-Oct,shb
139,A1109,3158780,IR11A584,IR 89204-79-3-3-1,IR06F561/IR 72875-94-3-3-2//Mae khaw,A3513,1,6,7,20130608,88,118,134,14,13,2762,7,2420,2794,9,S,3,3,1, 1/7,5,10-Oct,
551,F1407,3246887,IR11F186,IR 88760-SUB 93-3-3-3,IRRI 154/IR07F290,F3667,1,4,56,20130608,107,137,154,23,12.3,1822,,3060,1858,5,S,7,3,2,1,5,25-Oct,very Tall
631,F1408,3246650,IR11F239,IR 88789-SUB 64-2-2-3,MEKONGGA/IR07F289,F3668,1,1,63,20130608,103,133,128,22,13.1,1734,,,1752,,,9,3,0,5,7,20-Oct,
362,F1409,3246513,IR11F267,IR 89262-SUB 5-2-3-2,MANAW THUKHA/IR 71701-28-1-4//IRRI 149,F3670,1,10,65,20130608,94,124,122,17,10.5,2272,,1977,2364,,,9,5,3,1,5,17-Oct,"shb, hi tillering,leaf problem"
45,B1110,2971736,IR11N121,IR 87079-90-1-3-2-2,IR05N341/IR 64680-81-2-2-1-3//PSB RC 10 (IR 50404-57-2-2-3),A3252,1,9,22,20130608,86,116,120,21,10.1,2606,1,2623,2724,,,3,1,4,1,7,03-Oct,
402,B1560,2972796,IR11N202,IR 87546-42-3-2-3,IR05N173/BR 29,B3617,1,8,39,20130608,90,120,151,17,10.5,3680,,2944,3830,7,S,9,9,3,1,1,10-Oct,
493,B1560,2972796,IR11N202,IR 87546-42-3-2-3,IR05N173/BR 29,B3617,2,6,64,20130608,93,123,150,20,10.9,3120,,2041,3232,7,S,,,,1,3,14-Oct,shb
480,B1561,2972813,IR11N205,IR 87546-84-3-3-2,IR05N173/BR 29,B3618,1,6,51,20130608,93,123,147,17,10.4,3194,,2692,3328,9,S,5,5,0,7,5,14-Oct,
614,B1561,2972813,IR11N205,IR 87546-84-3-3-2,IR05N173/BR 29,B3618,2,2,53,20130608,93,123,143,18,11.1,2872,,,2969,7,S,,,,7,7,17-Oct,bb
523,B1410,2972871,IR11N225,IR 87550-52-2-3-3,IR05N173/IRRI 143,B3619,1,5,39,20130608,95,125,127,19,10.1,2553,,2928,2669,5,S,3,5,2,1,1,14-Oct,
528,B1411,3220090,IR11N239,IR 89191-19-3-3-3,IR05A117/IR 59682-132-1-1-2 (PSB RC 52)//NSIC RC 158,B3620,1,5,34,20130608,93,123,118,13,10.7,2533,,3365,2630,5,S,5,3,0,7,7,11-Oct,Bb
393,B1412,3158499,IR11N296,IR 88664-42-3-2-2,IR 73013-95-1-3-2/IR 67966-44-2-3-2,B3621,1,9,37,20130608,91,121,136,18,9.7,2164,,2450,2272,9,S,3,1,0,1,1,14-Oct,shb
380,B1562,3158718,IR11N313,IR 89197-128-2-1-2,IR05N173/IRRI 143//IR 67966-44-2-3-2,B3622,1,9,50,20130608,90,120,137,19,11.2,2610,,3027,2695,7,S,3,5,0,1,1-3,10-Oct,
594,B1562,3158718,IR11N313,IR 89197-128-2-1-2,IR05N173/IRRI 143//IR 67966-44-2-3-2,B3622,2,3,34,20130608,90,120,123,12,9.8,3574,,,3749,5,S,,,,1,3,11-Oct,", Very good"
430,B1413,3158952,IR11N324,IR 88713-88-2-3-2,IR 72890-81-3-2/NSIC RC 158,B3623,1,7,66,20130608,93,123,132,16,9.1,2016,,3120,2131,9,S,5,1,0,1,1,17-Oct,
408,B1414,3158963,IR11N328,IR 88723-21-1-3-1,IR01N110/NSIC RC 158,B3624,1,8,45,20130608,89,119,119,18,9.8,2336,,2821,2450,3,,3,1,0,1,5,14-Oct,shb
326,B1111,3219955,IR11N403,IR 89179-78-1-3-3,IR 72967-12-2-3/IR00A117//IR 65482-4-136-2-2-B,B3625,1,1,5,20130608,86,116,129,17,9.9,2927,,2610,3067,,,5,3,5,1, 1/5,09-Oct,shb
337,W1415,3022309,IR11W109,IR 87054-243-3-1-3-3,IR 65482-4-136-2-2-B/IR 71701-28-1-4//IR 64680-81-2-2-1-3,W3690,1,10,40,20130608,88,118,108,15,9.2,3246,,2663,3427,,,3,3,0,1,5,17-Oct, good
160,A1112,3272352,IR12A105,IR 89182-1-2-2-2-3,IR04A427/IR 65450-173-2-1-1-3-3//Mae khaw,A3253,1,6,28,20130608,88,118,124,18,9.9,2734,,2806,2864,,,5,3,1,7,7,30-Sep,"bb, shb"
293,A1113,3346739,IR12A106,IR 89186-63-2-3-3-2,IR04A427/IR BB 60-1//IR02W101,A3514,1,2,29,20130608,100,130,119,20,9.8,2793,,1239,2929,,,5,1,3,1,7,17-Oct,late; compact; erect flags
24,A1114,3272879,IR12A108,IR 90203-4-1-2-1,IRRI 168/IR 65482-4-136-2-2-B//JANAKI,A3254,1,10,24,20130608,86,116,113,19,9.9,3127,,2284,3276,,,5,1,4,1,1,09-Oct,shb
565,A1416,3272882,IR12A109,IR 90203-14-2-3-1,IRRI 168/IR 65482-4-136-2-2-B//JANAKI,A3515,1,3,63,20130608,99,129,116,11,10.1,2041,,2550,2134,7,,3,1,0,1,7,17-Oct,
628,A1417,3346766,IR12A111,IR 90204-178-2-3-2,IRRI 168/IR01W102//IR 65482-4-136-2-2-B,A3516,1,1,66,20130608,104,134,126,12,11.1,1878,,,1941,,,3,1,0,1,7,20-Oct,"late, few off types, seed discoloration"
354,A1418,3272383,IR12A116,IR 90216-63-1-2-1,IR05A117/IR 65482-4-136-2-2-B//FEDEARROZ 50,A3517,1,10,57,20130608,88,118,145,15,10.5,2419,,2925,2517,7,S,9,3,0,1,05-Mar,10-Oct,"very green, long erect leaves"
601,A1419,3272814,IR12A122,IR 90233-116-3-2-2,IR01N149/IR 64680-81-2-2-1-3//FEDEARROZ 50,A3518,1,2,40,20130608,92,122,123,16,11.9,2132,,,2184,,,9,5,0,1,7,10-Oct,"poor, Bb, ShB"
319,A1115,3272878,IR12A123,IR 90243-100-1-3-3,"[IRRI 123,IR 71146-97-1-2-1-3,IR 71676-90-2-2,IR 72870-19-2-2-3,IRRI 143,IR04A285,IR03A550,IR 72967-12-2-3,IR 72903-121-2-1-2,IRRI 119]",A3255,1,1,12,20130608,88,118,129,22,10.7,2574,,1885,2673,9,S,3,1,3,1, 1/7,14-Oct,
55,A1116,3423716,IR12A136,IR 90242-5-1-1-1-2,"[NSIC RC 158,IR 71146-97-1-2-1-3,IR 71676-90-2-2,IR 72870-19-2-2-3,IRRI 143,IR04A285,IR03A550,IR 72967-12-2-3,IR 72903-121-2-1-2,IRRI 119]",A3519,1,9,12,20130608,98,128,135,20,10.2,2007,,2070,2096,5,S,3,3,0,1,7,17-Oct,late for the early grp
271,A1116,3423716,IR12A136,IR 90242-5-1-1-1-2,"[NSIC RC 158,IR 71146-97-1-2-1-3,IR 71676-90-2-2,IR 72870-19-2-2-3,IRRI 143,IR04A285,IR03A550,IR 72967-12-2-3,IR 72903-121-2-1-2,IRRI 119]",A3519,2,2,7,20130608,97,127,139,19,10.3,2661,,2689,2775,7,S,,,,1,7,17-Oct,late
647,A1420,3425468,IR12A138,IR 90242-79-3-3-2-3,"[NSIC RC 158,IR 71146-97-1-2-1-3,IR 71676-90-2-2,IR 72870-19-2-2-3,IRRI 143,IR04A285,IR03A550,IR 72967-12-2-3,IR 72903-121-2-1-2,IRRI 119]",A3257,1,1,47,20130608,94,124,125,12,11,1893,4,1956,1959,7,S,5,7,0,1,1,14-Oct,
21,A1117,3425477,IR12A140,IR 90243-14-1-3-1-3,"[IRRI 123,IR 71146-97-1-2-1-3,IR 71676-90-2-2,IR 72870-19-2-2-3,IRRI 143,IR04A285,IR03A550,IR 72967-12-2-3,IR 72903-121-2-1-2,IRRI 119]",A3258,1,10,21,20130608,86,116,115,18,10.1,2177,,2797,2276,9,S,3,5,0,1,7,05-Oct,
218,A1118,3425737,IR12A144,IR 90986-95-1-2-2,JANAKI/IR 71606-1-1-4-2-3-1-2 (NSIC 110,A6051,1,4,20,20130608,94,124,125,17,10.5,2497,,2144,2599,9,S,7,5,0,1,7,15-Oct,
234,A1119,3523395,IR12A152,IR 91020-52-3-3-1,IR 65482-4-136-2-2-B/IRRI 123,A3259,1,3,31,20130608,83,113,125,15,10.7,3093,,2780,3212,5,S,5,3,3,1, 1/5,30-Sep,
527,A1421,3425835,IR12A153,IR 91027-11-2-2-1,IR01A111/IR06M139,A3260,1,5,35,20130608,88,118,133,14,11.9,2505,,2560,2566,,,5,7,0,1,7,17-Oct,shb
547,A1422,3425852,IR12A156,IR 91027-64-2-1-3,IR01A111/IR06M139,A3261,1,4,52,20130608,88,118,134,17,11.5,2742,,2447,2822,5,,5,9,0,1-3,5,14-Oct,long pan
370,A1423,3425855,IR12A157,IR 91027-67-3-2-3,IR01A111/IR06M139,A3520,1,9,60,20130608,92,122,131,16,11.8,1801,,2093,1847,9,S,5,5,0,1,5,17-Oct,
392,A1424,3425858,IR12A158,IR 91027-77-3-1-3,IR01A111/IR06M139,A3521,1,9,38,20130608,92,122,142,14,11.6,1761,5,2273,1810,7,S,5,3,0,1,5,20-Oct,
377,A1425,3426582,IR12A163,IR 91028-54-2-1-1,IR01A111/MTU 1010,A3522,1,9,53,20130608,90,120,151,15,11,1793,,2303,1856,9,S,5,3,0,1,5,17-Oct,shb
54,A1120,3426595,IR12A164,IR 91028-83-1-2-2,IR01A111/MTU 1010,A3262,1,9,13,20130608,91,121,145,21,11.8,2100,,2993,2154,5,S,5,3,6,1,7,17-Oct,
276,A1121,3426600,IR12A165,IR 91028-100-3-2-1,IR01A111/MTU 1010,A3263,1,2,12,20130608,83,113,143,21,9.1,2757,,2927,2914,9,S,5,1,7,1,7,10-Oct,
113,A1122,3426611,IR12A166,IR 91028-123-3-3-3,IR01A111/MTU 1010,A3264,1,7,20,20130608,81,111,124,15,10.3,2807,,2815,2928,3,,3,3,7,1,5,03-Oct,shb
206,A1123,3426644,IR12A171,IR 91047-45-1-3-3,IR03A550/IR06M139,A3266,1,4,8,20130608,90,120,124,19,11.4,2630,,2447,2710,9,,3,7,0,1,7,14-Oct,
13,A1124,3425923,IR12A173,IR 91048-72-2-3-5,IR03A550/MTU 1010,A3267,1,10,13,20130608,85,115,119,28,10.4,3258,,3258,3394,9,S,3,5,4,1,5,30-Sep,", good PA, erect"
123,A1125,3425931,IR12A175,IR 91048-116-3-3-1,IR03A550/MTU 1010,A3268,1,7,10,20130608,88,118,121,19,11.7,2849,,2664,2925,,,5,7,5,1,5,10-Oct,
330,A1126,3425938,IR12A177,IR 91048-133-1-3-2,IR03A550/MTU 1010,A3269,1,1,1,20130608,83,113,137,20,11.4,2871,,2835,2958,7,S,5,5,5,1,5,05-Oct,
345,A1426,3425948,IR12A180,IR 91051-22-1-1-3,IRRI 154/BR 29,A3523,1,10,48,20130608,84,114,124,16,13.4,2044,,3680,2058,9,S,9,7,1,1,5,10-Oct,"BB, ShB;good PA"
474,A1563,3425959,IR12A181,IR 91051-70-1-2-2,IRRI 154/BR 29,A3270,1,6,45,20130608,85,115,130,16,9.9,2275,,2291,2383,7,S,5,7,1,7,5,07-Oct,"bb, shb"
488,A1563,3425959,IR12A181,IR 91051-70-1-2-2,IRRI 154/BR 29,A3270,2,6,59,20130608,84,114,129,21,10,2252,,2313,2357,7,S,,,,5,5,07-Oct,"poor, BB, shB"
405,A1427,3425975,IR12A182,IR 91051-122-1-2-3,IRRI 154/BR 29,A3524,1,8,42,20130608,91,121,139,17,10.8,2750,,2404,2852,5,,5,9,1,1,1,10-Oct,
70,A1127,3522645,IR12A183,IR 91052-4-3-1-2,IRRI 154/IRRI 143,A3271,1,8,4,20130608,85,115,115,19,11.6,2398,,3006,2465,9,,5,3,3,1,5,07-Oct,"leaf folder, shb"
283,A1128,3522654,IR12A184,IR 91052-49-1-3-2,IRRI 154/IRRI 143,A3525,1,2,19,20130608,91,121,129,14,11.2,3061,,2947,3161,,,3,1,1,1,1,09-Oct,shb
65,A1129,3522660,IR12A185,IR 91052-94-3-3-2,IRRI 154/IRRI 143,A3272,1,9,2,20130608,91,121,129,17,11.5,2864,,2434,2947,3,,3,1,3,1,7,10-Oct,good 
140,A1129,3522660,IR12A185,IR 91052-94-3-3-2,IRRI 154/IRRI 143,A3272,2,6,8,20130608,89,119,131,14,11.2,2921,,2071,3016,3,,,,,1, 1/5,07-Oct,
33,A1130,3523682,IR12A188,IR 91054-10-2-2-2,IRRI 154/IRRI 123,A3273,1,10,33,20130608,81,111,109,18,10.5,2925,,2990,3044,,,3,3,0,1,3,30-Sep,
217,A1131,3522929,IR12A189,IR 91054-50-1-2-2,IRRI 154/IRRI 123,A3274,1,4,19,20130608,85,115,123,14,10.4,2604,9,2136,2713,3,,3,1,0,7,5,07-Oct,"Bb, shb"
90,A1132,3522934,IR12A190,IR 91054-77-3-3-1,IRRI 154/IRRI 123,A3275,1,8,24,20130608,87,117,115,23,9.5,2919,,2588,3072,,,3,1,1,1,1,09-Oct,
452,A1428,3425993,IR12A192,IR 91056-10-3-2-3,IR04A427/IR 66,A3526,1,7,44,20130608,90,120,138,18,9.8,2273,,1254,2384,,,9,9,4,1,5,14-Oct,
505,A1429,3425995,IR12A193,IR 91056-20-2-3-2,IR04A427/IR 66,A3276,1,5,57,20130608,86,116,130,18,13.1,2428,,2545,2453,7,S,5,9,4,1,5,14-Oct,
622,A1430,3425999,IR12A194,IR 91056-27-1-3-3,IR04A427/IR 66,A3277,1,2,61,20130608,91,121,127,17,10,2863,,,2996,7,S,9,9,4,1,7,11-Oct,
81,A1133,3522679,IR12A198,IR 91058-34-1-3-3,IR04A427/IRRI 143,A3278,1,8,15,20130608,85,115,102,19,9.8,2405,,2288,2522,,,3,5,1,1,1,03-Oct,"shb, neck blast (nb)"
30,A1134,3522682,IR12A199,IR 91058-94-1-5-3,IR04A427/IRRI 143,A3279,1,10,30,20130608,87,117,130,21,10.3,2674,,2712,2789,5,,3,5,3,1,7,03-Oct,
242,A1135,3426661,IR12A200,IR 91060-3-2-1-2,IR04A427/IR06M139,A3280,1,3,23,20130608,82,112,136,12,10.7,3020,,2862,3136,7,,5,7,0,1,5,30-Sep,rainfed-type; droopy
472,A1431,3426014,IR12A202,IR 91061-11-1-3-3,IR04A427/MTU 1010,A3281,1,6,43,20130608,90,120,137,21,13.5,3313,,3503,3332,7,S,5,9,1,1,1,10-Oct,
640,A1432,3426020,IR12A203,IR 91061-52-3-2-3,IR04A427/MTU 1010,A3282,1,1,54,20130608,90,120,130,12,9.2,2230,,,2354,7,,7,7,1,1,7,14-Oct,
459,A1433,3426701,IR12A206,IR 91064-9-3-1-3,IR05A117/MTU 1010,A3283,1,7,37,20130608,87,117,131,13,9.9,2590,,2505,2713,9,S,5,3,1, 1/7,3,09-Oct,shb
445,A1434,3426704,IR12A207,IR 91064-17-3-2-3,IR05A117/MTU 1010,A3527,1,7,51,20130608,90,120,138,16,9.9,2081,,3186,2180,7,S,7,3,1,1,3,14-Oct,
147,A1136,3522701,IR12A210,IR 91065-31-3-1-1,IR05A117/IRRI 123,A3284,1,6,15,20130608,89,119,134,16,10.7,2152,,2295,2235,9,,3,1,1,1,1,09-Oct,not so uniform
381,A1435,3426148,IR12A211,IR 91091-11-2-3-2,IR06M138/BR 802-118-4-2 (BRRI DHAN 29),A3285,1,9,49,20130608,90,120,140,18,11.3,1483,,1970,1530,9,S,9,3,0,1,5,14-Oct,ShB
220,A1137,3426785,IR12A217,IR 91095-47-3-2-3,IR06M139/IR 71606-1-1-4-2-3-1-2 (NSIC 110,A3286,1,4,22,20130608,87,117,119,16,12,2319,1,2985,2373,5,,5,1,3,7,7,07-Oct,"BB, seed discoloration"
84,A1138,3426193,IR12A220,IR 91096-96-2-3-2,IR06M139/IRRI 123,A3528,1,8,18,20130608,88,118,122,14,11.1,2296,,2263,2373,5,,3,1,0,1,1,10-Oct,
265,A1139,3426215,IR12A223,IR 91097-86-3-2-3,IR06M146/BR 802-118-4-2 (BRRI DHAN 29),A3287,1,2,1,20130608,88,118,132,17,11.5,2985,,2738,3072,7,S,3,1,0,1,5,09-Oct,
457,A1436,3426232,IR12A227,IR 91098-4-2-3-2,IR06M146/IR 72102-4-159-1-3-3-3 (NSIC RC 112),A3288,1,7,39,20130608,92,122,137,17,12.1,2366,,1948,2418,5,S,5,5,0,1,7,10-Oct,shb
494,A1437,3426236,IR12A228,IR 91098-34-2-3-3,IR06M146/IR 72102-4-159-1-3-3-3 (NSIC RC 112),A3289,1,6,65,20130608,88,118,136,11,11.1,1898,,2394,1962,5,,5,9,0,1,5,10-Oct,
387,A1564,3426240,IR12A229,IR 91098-69-3-3-1,IR06M146/IR 72102-4-159-1-3-3-3 (NSIC RC 112),A3290,1,9,43,20130608,84,114,128,19,11,3193,3,2104,3304,7,,5,5,1,1,7,10-Oct,
482,A1564,3426240,IR12A229,IR 91098-69-3-3-1,IR06M146/IR 72102-4-159-1-3-3-3 (NSIC RC 112),A3290,2,6,53,20130608,83,113,127,20,10.5,2981,,2037,3102,7,S,,,,1,5,10-Oct, good  
639,A1438,3426256,IR12A230,IR 91099-64-2-2-2,IR06M146/IRRI 123,A3291,1,1,55,20130608,91,121,138,12,10.8,2669,,,2768,7,S,5,9,0,1, 1/5,17-Oct,
446,A1439,3426263,IR12A231,IR 91099-91-3-2-3,IR06M146/IRRI 123,A3292,1,7,50,20130608,81,111,139,21,12.3,2544,,2803,2594,5,,5,9,2,1,05-Mar,10-Oct,
436,A1440,3426267,IR12A232,IR 91104-9-2-2-1,IR06F434/IR07F289,A3293,1,7,60,20130608,87,117,133,17,10.9,2106,3,1768,2182,9,S,7,9,4, 1/3,7,10-Oct,shb
185,A1140,3426282,IR12A235,IR 91106-35-3-1-1,MTU 1010/IR06M139,A6034,1,5,14,20130608,88,118,127,14,12,2353,,2737,2408,9,S,3,1,0,1,7,10-Oct,shb
312,A1140,3426282,IR12A235,IR 91106-35-3-1-1,MTU 1010/IR06M139,A6034,2,1,19,20130608,90,120,135,17,11,1984,,1838,2053,9,S,,,,1,5,10-Oct,"shb, "
26,A1141,3426287,IR12A236,IR 91106-59-3-1-3,MTU 1010/IR06M139,A3294,1,10,26,20130608,89,119,119,27,11.1,2817,1,2802,2912,7,S,5,3,4,1,7,10-Oct,"good PA, erect"
440,A1441,3426293,IR12A237,IR 91106-79-2-1-3,MTU 1010/IR06M139,A3295,1,7,56,20130608,88,118,141,17,10.7,3027,,2438,3143,9,S,9,9,0,1,7,11-Oct,shb
521,A1442,3426295,IR12A238,IR 91106-100-3-3-2,MTU 1010/IR06M139,A3296,1,5,41,20130608,89,119,131,19,10.2,2656,,2818,2773,9,S,7,7,0,1,5,14-Oct,shb
492,A1443,3426298,IR12A239,IR 91106-135-3-1-2,MTU 1010/IR06M139,A3529,1,6,63,20130608,88,118,130,20,10,1644,,2142,1720,7,S,9,7,1,1,5,14-Oct,
232,A1142,3426790,IR12A242,IR 91115-10-3-1-2,NERICA 2/IRRI 154,A3298,1,3,33,20130608,86,116,133,14,10.2,3103,,2098,3240,,,5,5,1,1,1,30-Oct,very long flags
268,A1143,3426797,IR12A244,IR 91118-18-1-2-3,NERICA 6/IRRI 154,A3299,1,2,4,20130608,90,120,127,18,11.3,2771,,2873,2858,,,5,5,0,1,7,10-Oct,
418,A1444,3426814,IR12A253,IR 91122-7-1-1-2,NERICA 6/PUSA BASMATI 1,A3530,1,8,55,20130608,86,116,127,14,10.9,1689,,2278,1750,,,9,9,3,5,5,17-Oct,
199,A1144,3426349,IR12A255,IR 91123-3-3-3-2,IRRI 123/IR06M139,A3300,1,4,1,20130608,83,113,121,18,10.2,2951,4,3025,3081,,,5,3,0,1,1,04-Oct,
228,A1145,3426355,IR12A256,IR 91123-25-1-2-2,IRRI 123/IR06M139,A3301,1,4,30,20130608,85,115,125,18,9.6,2938,,2333,3088,3,,5,1,3,1,3/5,30-Sep,
398,A1445,3426361,IR12A258,IR 91123-68-2-2-2,IRRI 123/IR06M139,A3302,1,8,35,20130608,89,119,129,18,11.5,3060,,2768,3149,5,,5,5,0,1, 1/5,10-Oct,
92,A1146,3426364,IR12A259,IR 91123-107-3-3-2,IRRI 123/IR06M139,A6001,1,8,26,20130608,90,120,130,14,11.3,2747,,2779,2833,7,S,3,1,3,1,1,10-Oct,shb
501,A1446,3426392,IR12A262,IR 91131-11-2-1-3,SAMBHA MAHSURI/C 2764-10-2 (PSB RC 14),A3531,1,5,61,20130608,96,126,123,15,10.4,1768,,3239,1842,5,S,7,7,3,1,5,14-Oct,
314,A1147,3426424,IR12A266,IR 91133-98-2-2-2,SWARNA/IR 72102-4-159-1-3-3-3 (NSIC RC 112),A3303,1,1,17,20130608,87,117,130,19,9.8,3028,2,2888,3176,,,3,1,3,1,1,09-Oct,few off types
454,A1565,3426843,IR12A268,IR 91136-39-2-2-1,THADOKKHAM 1/IRRI 154,A3304,1,7,42,20130608,90,120,127,16,12.3,2951,,2268,3009,5,S,5,3,0,1,5,14-Oct,
592,A1565,3426843,IR12A268,IR 91136-39-2-2-1,THADOKKHAM 1/IRRI 154,A3304,2,3,36,20130608,91,121,127,20,10.5,2766,,,2879,5,,,,,1,5,14-Oct,
471,A1447,3426505,IR12A272,IR 91533-4-2-1-2,IR07F287/IR 77298-14-1-2-10//TAK RATIA,A3532,1,6,42,20130608,95,125,132,14,10.3,2314,,2873,2414,,,9,9,1,1,5,14-Oct,erect broad flags
422,A1448,3426937,IR12A274,IR 92237-28-3-2-2,IRRI 145/TEQING,A3305,1,8,59,20130608,88,118,110,18,10,2051,,2536,2146,,,7,9,1,1,5,14-Oct,poor;aborted tips
1,A1148,3427008,IR12A282,IR 92240-40-2-2-1,IR03A550/TEQING,A3306,1,10,1,20130608,84,114,119,22,11,3098,,3098,3206,9,S,5,1,1,1,3,13-Oct," good flags,erect, shblight"
278,A1148,3427008,IR12A282,IR 92240-40-2-2-1,IR03A550/TEQING,A3306,2,2,14,20130608,85,115,121,14,10.2,3041,,2802,3175,5,S,,,,1,5,07-Oct, heavy; many grains
512,A1566,3427030,IR12A286,IR 92241-51-1-2-2,IRRI 154/TEQING,A6031,1,5,50,20130608,87,117,124,18,10.5,3186,,2647,3316,7,S,7,7,1,1,5,10-Oct,"few segregation, shb"
570,A1566,3427030,IR12A286,IR 92241-51-1-2-2,IRRI 154/TEQING,A6031,2,3,58,20130608,86,116,137,13,13.2,2742,,2202,2768,9,S,,,,1,7,11-Oct,"BB, shb"
46,A1149,3427035,IR12A287,IR 92241-69-2-3-1,IRRI 154/TEQING,A3307,1,9,21,20130608,91,121,126,19,11.1,2790,,2100,2884,,,3,1,1,1,7,10-Oct,few off types
109,A1150,3427039,IR12A288,IR 92241-85-2-3-2,IRRI 154/TEQING,A3308,1,7,24,20130608,88,118,128,14,10.5,2779,,2323,2892,,,3,3,0,1,5,09-Oct,erect
633,A1449,3427045,IR12A289,IR 92242-6-3-3-2,IR04A427/TEQING,A3533,1,1,61,20130608,93,123,137,12,10.9,3060,,,3170,,,5,9,0,1,5,20-Oct,ok
464,A1450,3427055,IR12A291,IR 92242-44-1-1-3,IR04A427/TEQING,A3309,1,6,35,20130608,89,119,124,14,10.3,2866,,1858,2989,,,5,9,0,1,5,09-Oct,very compact
657,A1451,3427129,IR12A294,IR 92248-26-2-2-2,IR06M138/TEQING,A3310,1,1,37,20130608,88,118,135,16,9.8,2524,,,2647,9,,5,3,0,1,5,19-Oct,
431,A1452,3427138,IR12A295,IR 92249-6-3-2-2,IR06M139/TEQING,A3311,1,7,65,20130608,90,120,128,13,10.1,2692,,1898,2814,9,S,5,5,0,1,7,14-Oct,shb
97,A1151,3427145,IR12A296,IR 92249-41-1-3-3,IR06M139/TEQING,A3312,1,8,31,20130608,80,110,118,12,10.5,2288,,2850,2381,,,5,9,0,1,5,30-Sep,shb
350,A1453,3427199,IR12A298,IR 92270-15-2-3-3,IR 68897 B/IR 73013-95-1-3-2 R,A3534,1,10,53,20130608,80,110,127,17,11,1932,,2844,1999,7,S,5,5,0,1,5,10-Oct,shb
323,A1152,3427205,IR12A299,IR 92270-29-1-2-3,IR 68897 B/IR 73013-95-1-3-2 R,A3313,1,1,8,20130608,88,118,128,18,10.4,2520,,1793,2625,5,S,5,5,3,1,7,10-Oct,
252,A1153,3427217,IR12A301,IR 92270-105-2-2-3,IR 68897 B/IR 73013-95-1-3-2 R,A3314,1,3,13,20130608,80,110,128,16,10,1699,,2786,1778,7,S,5,5,0,1,5,01-Oct,
127,A1154,3427234,IR12A302,IR 92271-86-3-2-2,IR 70369 B/IR 72889-46-3-2-1 R,A6014,1,7,6,20130608,87,117,127,19,11,3019,,2676,3124,9,S,5,3,3,1,7,07-Oct,
173,A1154,3427234,IR12A302,IR 92271-86-3-2-2,IR 70369 B/IR 72889-46-3-2-1 R,A6014,2,5,26,20130608,89,119,133,18,10.8,2517,,2491,2611,7,,,,,1,7,07-Oct,
626,A1454,3425501,IR12A313,IR 90203-129-2-1-1-3,IRRI 168/IR 65482-4-136-2-2-B//JANAKI,A3535,1,2,65,20130608,90,120,130,17,10.8,1812,2,1841,1879,7,S,5,5,3,1,7,17-Oct,shb
531,A1455,3523426,IR12A318,IR 91034-39-2-2-2,IR02N211/IRRI 143,A3315,1,4,36,20130608,94,124,112,20,10.5,2360,2,2135,2456,7,S,5,5,4,1,5,14-Oct,
659,A1456,3425884,IR12A325,IR 91043-4-3-1-2,IRRI 150/IR07F287,A3536,1,1,35,20130608,90,120,126,20,11.5,1518,,,1562,9,,5,5,4,1,7,14-Oct,shb
530,A1567,3425945,IR12A327,IR 91051-1-3-2-3,IRRI 154/BR 29,A6403,1,4,35,20130608,104,134,127,15,11.2,1924,,2876,1987,,,9,9,0,1,05-Mar,17-Oct,BB( severe)
621,A1567,3425945,IR12A327,IR 91051-1-3-2-3,IRRI 154/BR 29,A6403,2,2,60,20130608,104,134,127,11,10,1711,,,1791,,,,,,7,3,,"poor, BB (9)"
586,A1457,3425963,IR12A328,IR 91051-78-2-3-3,IRRI 154/BR 29,A3537,1,3,42,20130608,95,125,121,16,9,2702,1,2724,2859,7,S,7,5,1,1,7,17-Oct,Bb
375,A1568,3425965,IR12A329,IR 91051-102-1-2-2,IRRI 154/BR 29,A3538,1,9,55,20130608,89,119,131,18,10.9,2603,,2541,2697,7,S,7,9,0,1,5,17-Oct,
409,A1568,3425965,IR12A329,IR 91051-102-1-2-2,IRRI 154/BR 29,A3538,2,8,46,20130608,89,119,124,17,10.8,3382,,2485,3508,,,,,,1,5,14-Oct,
588,A1458,3425980,IR12A330,IR 91051-136-2-2-2,IRRI 154/BR 29,A6041,1,3,40,20130608,93,123,148,18,11.3,2647,,,2730,9,S,7,7,3,1,3/5,14-Oct,
