PLOT,ENTRYNO,GID,ENTRY,DESIGNATION,PARENTS,SOURCE,REP,ROW,COLUMN,SEEDING_DATE,FLW,MATURITY,PLTHGT,TILLER,MC,Plotyield-H,MISSHILL,Plotyield-C,Plotyield-Adj,LODGING,Ldg-Sticks,GLH,BPH,BLAST,BB1,BB2,HARVESTDATE,REMARKS
216,A1197,3658934,IR13A111,IR 92640-25-3-1-1,IR06M138/PSB RC 64 (IR 59552-21-3-2-2)//IR06M139,A6526,2,4,18,20130608,84,114,122,13,10.3,2410,,1887,2514,,,,,,1,3/5,09-Oct,"bb, shb"
486,A1532,3658956,IR13A114,IR 92669-21-3-3-2,SAMBHA MAHSURI/C 2764-10-2 (PSB RC 14)//IR04A427,A6529,1,6,57,20130608,97,127,125,18,9.4,2007,,1861,2114,7,S,3,3,3,1,5,17-Oct,
126,A1198,3659118,IR13A121,IR 92584-70-2-3-2,IR01A111/IR06M139//IR00A117,A6542,1,7,7,20130608,87,117,125,16,12.2,2126,,2506,2170,9,,3,7,0,3,7,10-Oct,
4,A1199,3591958,IR13A130,IR 91051-26-2-3-3-6,IRRI 154/BR 29,A6466,1,10,4,20130608,94,124,143,19,12.5,2148,,2148,2185,7,S,3,7,0,1,7,10-Oct,shb
176,A1200,3592006,IR13A136,IR 92269-86-2-3-3-3,IR 68897 B/IR 60819-34-2 R,A6471,1,5,23,20130608,91,121,128,13,10.5,2295,,3209,2388,9,,3,7,0,1,7,14-Oct,"bb, shb"
277,A1201,3592018,IR13A137,IR 92274-53-3-1-2-3,IR 73328 B/IR 73013-95-1-3-2 R,A6472,1,2,13,20130608,93,123,125,17,10.2,2098,,3093,2191,7,S,5,5,4,1,7,14-Oct,bb 
128,A1202,3592387,IR13A142,IR 92444-26-2-3-3,OM 4498/IR04A285,A6095,1,7,5,20130608,79,109,121,19,10.1,2846,6,1920,2975,9,,5,3,4,1,7,30-Sep,
83,A1203,3592464,IR13A147,IR 92609-15-2-2-2,IR04A427/IRRI 154//OM 4900,A6496,1,8,17,20130608,87,117,132,13,10.1,2316,,2033,2421,,,7,3,3,1, 1/5,09-Oct,"shb, neck blast (nb)"
72,A1204,3593039,IR13A153,IR 92644-82-3-2-1,IR06M146/IR 72102-4-159-1-3-3-3 (NSIC RC 112)//OM 4498,A6509,1,8,6,20130608,83,113,127,11,10.5,2817,,3230,2932,9,,3,3,0,1,5,07-Oct,
286,A1205,3769677,IR13A157,IR 92269-RIL 5-1-1-1-1,IR 68897 B/IR 60819-34-2 R,A6248,1,2,22,20130608,73,103,115,20,10.1,2595,,2812,2713,,,3,5,0,1,7,27-Sep,
303,A1206,3768749,IR13A176,IR 92269-RIL 40-1-1-1-1,IR 68897 B/IR 60819-34-2 R,A6119,1,1,28,20130608,92,122,120,18,10.5,2871,,2425,2988,3,,3,9,1,1,3/5,09-Oct,
41,A1207,3768757,IR13A181,IR 92269-RIL 48-1-1-1-1,IR 68897 B/IR 60819-34-2 R,A6102,1,9,26,20130608,91,121,128,19,11.3,2827,,3016,2916,9,S,3,9,3,1,7,10-Oct,"aborted tips, shb"
114,A1207,3768757,IR13A181,IR 92269-RIL 48-1-1-1-1,IR 68897 B/IR 60819-34-2 R,A6102,2,7,19,20130608,89,119,115,14,10,2216,,2298,2319,5,S,,,,1,7,07-Oct,"poor, sterility,shb"
103,A1208,3768763,IR13A185,IR 92269-RIL 54-1-1-1-1,IR 68897 B/IR 60819-34-2 R,A6113,1,7,30,20130608,85,115,107,15,9.7,2829,,2849,2970,,,3,9,3,1,7,03-Oct,"shb, seed discolration"
190,A1209,3768786,IR13A194,IR 92269-RIL 75-1-1-1-1,IR 68897 B/IR 60819-34-2 R,A6567,1,5,9,20130608,91,121,117,15,11.1,2821,,2938,2916,,,3,9,3,1,7,09-Oct,aborted tips;seed dicoration
62,A1210,3768808,IR13A204,IR 92269-RIL 97-1-1-1-1,IR 68897 B/IR 60819-34-2 R,A6600,1,9,5,20130608,91,121,116,13,9.9,2038,1,2890,2135,9,S,5,9,0,1,7,09-Oct,panicle/seed  discoloration
78,A1211,3768831,IR13A210,IR 92269-RIL 120-1-1-1-1,IR 68897 B/IR 60819-34-2 R,A6154,1,8,12,20130608,85,115,116,22,11.3,1710,6,2218,1764,,,3,7,5,1,5,30-Sep,"poor, seed discolration, shb"
29,A1212,3768842,IR13A213,IR 92269-RIL 131-1-1-1-1,IR 68897 B/IR 60819-34-2 R,A6684,1,10,29,20130608,89,119,115,21,10.4,2330,,2842,2428,,,3,7,0,1,7,09-Oct,shb
295,A1213,3768853,IR13A218,IR 92270-RIL 10-1-1-1-1,IR 68897 B/IR 73013-95-1-3-2 R,A6688,1,2,31,20130608,93,123,120,15,11.5,2649,,2786,2726,,,3,7,4,1,7,10-Oct,seed discoloration;poor
18,A1214,3768858,IR13A221,IR 92270-RIL 15-1-1-1-1,IR 68897 B/IR 73013-95-1-3-2 R,A6570,1,10,18,20130608,87,117,127,33,9.8,2812,,2289,2949,5,S,5,7,0,1,7,10-Oct,
245,A1215,3768863,IR13A226,IR 92270-RIL 20-1-1-1-1,IR 68897 B/IR 73013-95-1-3-2 R,A6577,1,3,20,20130608,94,124,131,17,11,2528,,2793,2616,5,,5,9,3,1,7,14-Oct,
292,A1215,3768863,IR13A226,IR 92270-RIL 20-1-1-1-1,IR 68897 B/IR 73013-95-1-3-2 R,A6577,2,2,28,20130608,93,123,128,17,9.9,2963,,2044,3104,,,,,,1,7,14-Oct,short flags
263,A1216,3768866,IR13A228,IR 92270-RIL 23-1-1-1-1,IR 68897 B/IR 73013-95-1-3-2 R,A6578,1,3,2,20130608,92,122,136,19,9.9,2144,,2567,2246,7,S,3,9,0,1,7,14-Oct,
290,A1217,3768869,IR13A229,IR 92270-RIL 26-1-1-1-1,IR 68897 B/IR 73013-95-1-3-2 R,A6662,1,2,26,20130608,89,119,129,29,11.2,2862,,2525,2955,5,,5,9,3,1,7,09-Oct,
152,A1218,3768878,IR13A234,IR 92270-RIL 35-1-1-1-1,IR 68897 B/IR 73013-95-1-3-2 R,A6645,1,6,20,20130608,93,123,127,20,9.7,1920,,3106,2016,5,,5,7,3,1,7,10-Oct,
68,A1219,3768891,IR13A242,IR 92270-RIL 48-1-1-1-1,IR 68897 B/IR 73013-95-1-3-2 R,A6602,1,8,2,20130608,92,122,132,17,10.8,2751,1,2316,2853,9,S,5,9,3,1,5,10-Oct,shb
320,A1220,3768905,IR13A249,IR 92270-RIL 62-1-1-1-1,IR 68897 B/IR 73013-95-1-3-2 R,A6591,1,1,11,20130608,91,121,131,20,11.6,2384,,1852,2451,7,S,5,7,1,1,7,14-Oct,
215,A1221,3768914,IR13A252,IR 92270-RIL 71-1-1-1-1,IR 68897 B/IR 73013-95-1-3-2 R,A6626,1,4,17,20130608,90,120,123,15,10.4,1933,,2604,2014,9,,5,9,3,1,5,09-Oct,"bb, shb"
157,A1222,3768917,IR13A254,IR 92270-RIL 74-1-1-1-1,IR 68897 B/IR 73013-95-1-3-2 R,A6129,1,6,25,20130608,83,113,120,20,9.2,2703,,2663,2854,7,S,5,7,3,1,3/5,07-Oct,shb
235,A1222,3768917,IR13A254,IR 92270-RIL 74-1-1-1-1,IR 68897 B/IR 73013-95-1-3-2 R,A6129,2,3,30,20130608,82,112,114,15,10.9,3143,,2821,3256,9,S,,,,1,3/5,07-Oct,
80,A1223,3768918,IR13A255,IR 92270-RIL 75-1-1-1-1,IR 68897 B/IR 73013-95-1-3-2 R,A6106,1,8,14,20130608,86,116,120,19,9.6,2434,,1252,2559,,,5,5,4,1,7,03-Oct,
144,A1224,3768919,IR13A256,IR 92270-RIL 76-1-1-1-1,IR 68897 B/IR 73013-95-1-3-2 R,A6743,1,6,12,20130608,90,120,126,17,10.2,2634,,2810,2750,7,S,5,7,0,1,7,01-Oct,
181,A1225,3768923,IR13A259,IR 92270-RIL 80-1-1-1-1,IR 68897 B/IR 73013-95-1-3-2 R,A6139,1,5,18,20130608,88,118,114,19,10.4,2594,,1933,2703,,,5,5,3,1,5,03-Oct,seed discolration
3,A1226,3768924,IR13A260,IR 92270-RIL 81-1-1-1-1,IR 68897 B/IR 73013-95-1-3-2 R,A6640,1,10,3,20130608,92,122,128,20,12.1,2144,,2144,2191,5,S,5,7,0,1,7,10-Oct,shb
142,A1227,3768929,IR13A262,IR 92270-RIL 86-1-1-1-1,IR 68897 B/IR 73013-95-1-3-2 R,A6128,1,6,10,20130608,80,110,123,18,10.2,2632,1,2929,2748,5,,5,9,4,1,7,07-Oct,"few seg'n., shb"
106,A1228,3768934,IR13A267,IR 92270-RIL 91-1-1-1-1,IR 68897 B/IR 73013-95-1-3-2 R,A6641,1,7,27,20130608,86,116,117,13,10.2,2177,,2126,2273,9,,5,9,6,1,7,07-Oct,
110,A1229,3768935,IR13A268,IR 92270-RIL 92-1-1-1-1,IR 68897 B/IR 73013-95-1-3-2 R,A6595,1,7,23,20130608,86,116,123,12,9.8,2526,1,2934,2649,9,S,5,7,6,1,7,07-Oct,very cmpact
207,A1229,3768935,IR13A268,IR 92270-RIL 92-1-1-1-1,IR 68897 B/IR 73013-95-1-3-2 R,A6595,2,4,9,20130608,89,119,126,15,11.1,2491,,2652,2575,7,,,,,1,7,09-Oct,heavy grains
121,A1230,3768936,IR13A269,IR 92270-RIL 93-1-1-1-1,IR 68897 B/IR 73013-95-1-3-2 R,A6672,1,7,12,20130608,90,120,126,23,10.7,2636,,2634,2737,,,5,5,0,1,7,09-Oct,seed discoration
47,A1231,3768937,IR13A270,IR 92270-RIL 94-1-1-1-1,IR 68897 B/IR 73013-95-1-3-2 R,A6177,1,9,20,20130608,82,112,117,19,10.3,2698,2,2007,2814,,,3,3,3,1,7,10-Oct,"segregation, droopy"
240,A1231,3768937,IR13A270,IR 92270-RIL 94-1-1-1-1,IR 68897 B/IR 73013-95-1-3-2 R,A6177,2,3,25,20130608,81,111,129,15,10,3025,,3062,3166,,,,,,1,5,11-Oct,
11,A1232,3768941,IR13A273,IR 92270-RIL 98-1-1-1-1,IR 68897 B/IR 73013-95-1-3-2 R,A6214,1,10,11,20130608,88,118,126,34,11,2505,,2505,2592,7,S,3,3,0,1,5,08-Oct,
35,A1232,3768941,IR13A273,IR 92270-RIL 98-1-1-1-1,IR 68897 B/IR 73013-95-1-3-2 R,A6214,2,9,32,20130608,87,117,129,22,9.5,2990,,3014,3146,7,,,,,1,1,09-Oct,
49,A1233,3768947,IR13A276,IR 92270-RIL 104-1-1-1-1,IR 68897 B/IR 73013-95-1-3-2 R,A6109,1,9,18,20130608,90,120,117,16,10.9,3028,2,1624,3137,7,S,3,5,0,1,7,10-Oct,
170,A1233,3768947,IR13A276,IR 92270-RIL 104-1-1-1-1,IR 68897 B/IR 73013-95-1-3-2 R,A6109,2,5,29,20130608,86,116,121,20,11,2810,,3466,2908,7,S,,,,1,5,07-Oct,shb
148,A1234,3768952,IR13A281,IR 92270-RIL 109-1-1-1-1,IR 68897 B/IR 73013-95-1-3-2 R,A6185,1,6,16,20130608,78,108,109,16,10.2,2573,4,2806,2687,9,,3,5,3,1,7,30-Sep,"short, shb"
202,A1235,3768972,IR13A287,IR 92270-RIL 129-1-1-1-1,IR 68897 B/IR 73013-95-1-3-2 R,A6149,1,4,4,20130608,85,115,124,15,9.7,2306,,2121,2421,9,,3,7,3,1,7,04-Oct,shb
301,A1236,3768978,IR13A290,IR 92270-RIL 135-1-1-1-1,IR 68897 B/IR 73013-95-1-3-2 R,A6189,1,1,30,20130608,87,117,121,15,9.1,2183,,2219,2307,5,,3,7,3,1,3/5,17-Oct,segregation
53,A1237,3768986,IR13A294,IR 92270-RIL 143-1-1-1-1,IR 68897 B/IR 73013-95-1-3-2 R,A6571,1,9,14,20130608,92,122,129,19,11.3,2623,,3082,2705,7,S,5,7,4,1,3/5,09-Oct,shb
136,A1237,3768986,IR13A294,IR 92270-RIL 143-1-1-1-1,IR 68897 B/IR 73013-95-1-3-2 R,A6571,2,6,4,20130608,91,121,130,15,9.9,2930,,2734,3070,5,,,,,1,7,07-Oct,
52,A1238,3768987,IR13A295,IR 92270-RIL 144-1-1-1-1,IR 68897 B/IR 73013-95-1-3-2 R,A6568,1,9,15,20130608,92,122,122,19,11,2828,,2864,2927,9,,5,5,3,1,5,09-Oct,
158,A1239,3768991,IR13A297,IR 92271-RIL 2-1-1-1-1,IR 70369 B/IR 72889-46-3-2-1 R,A6574,1,6,26,20130608,89,119,123,18,10.9,2181,,2821,2260,7,S,5,5,1,1,7,10-Oct,shb
428,B1572,3769014,IR13A308,IR 92271-RIL 25-1-1-1-1,IR 70369 B/IR 72889-46-3-2-1 R,A6134,1,8,65,20130608,88,118,135,19,10,2093,,1731,2190,7,S,5,5,1,1,5,07-Oct,"poor, spreading, shb"
447,B1572,3769014,IR13A308,IR 92271-RIL 25-1-1-1-1,IR 70369 B/IR 72889-46-3-2-1 R,A6134,2,7,49,20130608,87,117,137,16,10.1,2104,,2381,2199,,,,,,1,5,03-Oct,rainfed-type; spreading
300,A1240,3769040,IR13A313,IR 92271-RIL 51-1-1-1-1,IR 70369 B/IR 72889-46-3-2-1 R,A6747,1,1,31,20130608,92,122,139,16,11.1,2786,,2419,2880,,,5,1,3,7,7,10-Oct,bb
14,A1241,3769049,IR13A319,IR 92271-RIL 60-1-1-1-1,IR 70369 B/IR 72889-46-3-2-1 R,A6687,1,10,14,20130608,93,123,113,29,11.1,2789,,2789,2883,3,,5,1,3,1,1,10-Oct,shb
213,A1242,3769097,IR13A337,IR 92271-RIL 108-1-1-1-1,IR 70369 B/IR 72889-46-3-2-1 R,A6583,1,4,15,20130608,91,121,134,17,11.5,1992,,2708,2050,9,,5,1,3,1, 1/5,09-Oct,shb
93,A1243,3769153,IR13A347,IR 92273-RIL 51-1-1-1-1,IR 70369 B/IR 73930-47-5-2-2 R,A6112,1,8,27,20130608,73,103,114,19,10.7,1771,,2861,1839,5,,5,5,4,1,5,27-Sep,leaf problem
305,A1243,3769153,IR13A347,IR 92273-RIL 51-1-1-1-1,IR 70369 B/IR 73930-47-5-2-2 R,A6112,2,1,26,20130608,73,103,111,19,10.3,2527,,2482,2636,9,,,,,1,7,27-Sep,
261,A1244,3769158,IR13A348,IR 92273-RIL 56-1-1-1-1,IR 70369 B/IR 73930-47-5-2-2 R,A6656,1,3,4,20130608,95,125,150,17,11.8,1887,,2840,1935,7,S,5,5,1,1,7,17-Oct,
179,A1245,3769183,IR13A354,IR 92273-RIL 81-1-1-1-1,IR 70369 B/IR 73930-47-5-2-2 R,A6698,1,5,20,20130608,99,129,140,16,11.6,1822,3,1992,1873,,,5,3,3,1,5,10-Oct,"poor, late; awned"
262,A1246,3769194,IR13A360,IR 92273-RIL 92-1-1-1-1,IR 70369 B/IR 73930-47-5-2-2 R,A6111,1,3,3,20130608,90,120,137,17,10.7,2136,,2318,2218,7,S,3,1,1, 1/7,7,10-Oct,"BB, shb"
533,A1533,3769228,IR13A368,IR 92274-RIL 24-1-1-1-1,IR 73328 B/IR 73013-95-1-3-2 R,A6610,1,4,38,20130608,95,125,144,15,10.4,1858,,2761,1936,7,S,5,3,0,1,5,14-Oct,
5,A1247,3769245,IR13A371,IR 92274-RIL 41-1-1-1-1,IR 73328 B/IR 73013-95-1-3-2 R,A6652,1,10,5,20130608,84,114,111,30,10,2825,,2825,2956,,,3,1,5,1,5,03-Oct,
50,A1247,3769245,IR13A371,IR 92274-RIL 41-1-1-1-1,IR 73328 B/IR 73013-95-1-3-2 R,A6652,2,9,17,20130608,86,116,112,18,9.3,3087,3,1340,3256,,,,,,1,7,07-Oct,"exposed, heavy"
150,A1248,3769276,IR13A376,IR 92274-RIL 72-1-1-1-1,IR 73328 B/IR 73013-95-1-3-2 R,A6722,1,6,18,20130608,84,114,123,18,12.5,2506,,2594,2550,5,,5,3,3,7,7,10-Oct,bb 
288,A1249,3769280,IR13A378,IR 92274-RIL 76-1-1-1-1,IR 73328 B/IR 73013-95-1-3-2 R,A6213,1,2,24,20130608,82,112,123,15,9.3,3132,2,2363,3303,,,5,5,4,1,5,30-Sep,
188,A1250,3769313,IR13A386,IR 92275-RIL 29-1-1-1-1,IR 73328 B/IR 73885-1-4-3-2-1-10 R,A6741,1,5,11,20130608,88,118,136,22,11.4,2888,2,2563,2975,9,S,5,3,4,1,5,10-Oct,shb
225,A1250,3769313,IR13A386,IR 92275-RIL 29-1-1-1-1,IR 73328 B/IR 73885-1-4-3-2-1-10 R,A6741,2,4,27,20130608,90,120,128,18,11.4,2486,8,2572,2561,9,S,,,,1,7,10-Oct,awned
163,A1251,3769323,IR13A387,IR 92275-RIL 39-1-1-1-1,IR 73328 B/IR 73885-1-4-3-2-1-10 R,A6136,1,6,31,20130608,73,103,112,22,10.2,2420,,2777,2527,7,S,5,3,4,1,1/3,27-Sep,"early, droopy"
250,A1251,3769323,IR13A387,IR 92275-RIL 39-1-1-1-1,IR 73328 B/IR 73885-1-4-3-2-1-10 R,A6136,2,3,15,20130608,78,108,115,16,10.8,2652,,3174,2751,9,,,,,1,7,27-Sep,not so good
27,A1252,3769333,IR13A390,IR 92275-RIL 49-1-1-1-1,IR 73328 B/IR 73885-1-4-3-2-1-10 R,A6679,1,10,27,20130608,87,117,124,23,10.1,2512,,2330,2626,7,S,3,3,4,1,7,10-Oct,shb
87,A1253,3769419,IR13A422,IR 92276-RIL 85-1-1-1-1,IR 75589-41-13-17-15-22 (TGMS)/IR 73885-1-4-1-4-3-6 R,A6593,1,8,21,20130608,88,118,121,13,10,1804,2,2984,1888,,,3,1,4,1,7,09-Oct,
369,A1534,3769458,IR13A437,IR 92277-RIL 14-1-1-1-1,IR 79125 B/IR 73885-1-4-3-2-1-10 R,A6613,1,9,61,20130608,92,122,132,14,10.3,2315,,2623,2415,9,S,5,3,2,1,7,14-Oct,shb
135,A1254,3769466,IR13A441,IR 92277-RIL 22-1-1-1-1,IR 79125 B/IR 73885-1-4-3-2-1-10 R,A6253,1,6,3,20130608,89,119,121,18,10.8,2298,,2612,2384,9,S,3,3,3,1,7,07-Oct,
299,A1255,3769548,IR13A467,IR 92278-RIL 5-1-1-1-1,IR 80559 B/IR 60819-34-2 R,A6167,1,1,32,20130608,89,119,125,18,10.5,2136,,2016,2223,7,,3,5,3,1,7,03-Oct,
111,A1256,3769596,IR13A479,IR 92278-RIL 53-1-1-1-1,IR 80559 B/IR 60819-34-2 R,A6132,1,7,22,20130608,86,116,119,17,10.1,2611,1,3108,2729,5,S,3,5,3,1,7,05-Oct,"shb, seed discolration "
61,A1257,3769611,IR13A484,IR 92278-RIL 68-1-1-1-1,IR 80559 B/IR 60819-34-2 R,A6174,1,9,6,20130608,88,118,120,21,10.1,1802,,2769,1884,7,,5,3,1,1,5,07-Oct,shb
241,A1258,3769657,IR13A495,IR 92278-RIL 114-1-1-1-1,IR 80559 B/IR 60819-34-2 R,A6235,1,3,24,20130608,88,118,117,14,11.8,2585,,2428,2651,5,,5,7,3,1,5,10-Oct,
57,B1259,3658769,IR13N102,IR 92385-11-3-3-1,IR 83317-50-1-2-2/IR 71700-247-1-1-2,B6511,1,9,10,20130608,91,121,124,21,11.4,3513,,3007,3619,,,3,1,3,1,5,10-Oct,"good,, erect"
105,B1259,3658769,IR13N102,IR 92385-11-3-3-1,IR 83317-50-1-2-2/IR 71700-247-1-1-2,B6511,2,7,28,20130608,87,117,117,18,9.7,2921,,1897,3067,,,,,,1,7,09-Oct,
477,B1573,3658812,IR13N103,IR 92409-51-3-2-2,IR09N530/IR04A428,B6514,1,6,48,20130608,94,124,139,20,10.3,3286,,2780,3427,3,,5,5,2,1,1,17-Oct,
542,B1573,3658812,IR13N103,IR 92409-51-3-2-2,IR09N530/IR04A428,B6514,2,4,47,20130608,91,121,132,15,11.4,2873,,2803,2960,7,,,,,1,5,,
210,B1260,3658815,IR13N104,IR 92409-59-2-3-2,IR09N530/IR04A428,B6515,1,4,12,20130608,86,116,124,18,10.3,3209,,3100,3347,7,,3,5,4,1,1,10-Oct,spreading type
256,B1260,3658815,IR13N104,IR 92409-59-2-3-2,IR09N530/IR04A428,B6515,2,3,9,20130608,90,120,134,19,10.5,2492,,2980,2593,5,S,,,,1, 1/5,17-Oct,
194,B1261,3658868,IR13N105,IR 92443-94-2-1-1,NSIC RC 158/IR08N121,B6518,1,5,5,20130608,89,119,111,20,10.2,2452,,3093,2560,,,7,3,1,1,7,09-Oct,
101,B1262,3658923,IR13N106,IR 92632-147-3-3-2,IR05N181/MTU 1010//IR00A117,B6524,1,7,32,20130608,87,117,117,18,10.7,2263,,2636,2350,7,S,5,3,1,1,7,14-Oct,
137,B1263,3658976,IR13N108,IR 92344-20-2-1-1,IR04A427/IR09N529,B6530,1,6,5,20130608,90,120,128,18,13,3380,,2520,3419,5,,3,1,1,1,7,10-Oct,
308,B1264,3659055,IR13N112,IR 92399-44-3-2-2,IR 83673-94-1-1-3/IR05A117,B6535,1,1,23,20130608,88,118,127,18,10.1,2816,,2272,2944,,,3,1,4,1,7,14-Oct,shb
130,B1265,3659123,IR13N115,IR 92586-11-3-1-1,IR01A111/MTU 1010//NSIC RC 158,B6543,1,7,3,20130608,93,123,134,19,10.2,2323,,2117,2426,,,3,1,0,1,5,17-Oct,
183,B1265,3659123,IR13N115,IR 92586-11-3-1-1,IR01A111/MTU 1010//NSIC RC 158,B6543,2,5,16,20130608,94,124,127,20,10.8,3106,,2497,3222,,,,,,1,7,17-Oct,
82,B1266,3659331,IR13N128,IR 92649-34-1-2-2,IR 6 (PAKISTAN)/IRRI 143//IR06N156,B6562,1,8,16,20130608,94,124,125,16,10.8,2539,,2554,2633,3,,5,5,4,1,1/3,14-Oct,
254,B1266,3659331,IR13N128,IR 92649-34-1-2-2,IR 6 (PAKISTAN)/IRRI 143//IR06N156,B6562,2,3,11,20130608,94,124,130,19,9.4,3100,,3109,3266,5,,,,,1,1,17-Oct,
16,B1267,3592031,IR13N130,IR 92326-98-1-2-1,JANAKI/IR08N104,B6473,1,10,16,20130608,90,120,132,30,10.9,2381,,2379,2467,7,S,7,3,4,1,3,10-Oct,
75,B1268,3592044,IR13N131,IR 92328-7-1-3-2,CIHERANG/IR08N158,B6474,1,8,9,20130608,90,120,132,16,12.2,2769,,2607,2827,9,,7,5,3,1,7,10-Oct,
100,B1269,3592049,IR13N132,IR 92328-82-1-1-1,CIHERANG/IR08N158,B6475,1,7,33,20130608,90,120,121,16,10.6,3166,1,2577,3291,9,,9,3,1,1,7,03-Oct,
201,B1269,3592049,IR13N132,IR 92328-82-1-1-1,CIHERANG/IR08N158,B6475,2,4,3,20130608,90,120,135,16,10.7,2994,,3020,3109,5,S,,,,1,7,10-Oct,
63,B1270,3592078,IR13N134,IR 92339-6-3-3-3,IR04A213/IR09N494,B6093,1,9,4,20130608,90,120,125,17,12.2,2748,1,2595,2806,9,S,9,1,1,1,5,10-Oct,shb
266,B1270,3592078,IR13N134,IR 92339-6-3-3-3,IR04A213/IR09N494,B6093,2,2,2,20130608,89,119,132,18,10.8,2403,,2766,2492,9,S,,,,1,7,14-Oct,
124,B1271,3592179,IR13N141,IR 92369-88-2-3-2,IR08N194/OM 4498,B6484,1,7,9,20130608,88,118,137,13,9.2,2863,,2152,3023,3,,3,1,3,1,3/5,09-Oct,shb
260,B1271,3592179,IR13N141,IR 92369-88-2-3-2,IR08N194/OM 4498,B6484,2,3,5,20130608,91,121,136,18,11.4,2604,,2816,2683,5,,,,,1,7,17-Oct,
107,B1272,3592212,IR13N143,IR 92384-5-3-2-2,IR10N104/IR08N158,B6486,1,7,26,20130608,86,116,119,16,9.1,2588,,3019,2735,7,,3,1,1,1,7,03-Oct,neck blast(nb)
162,B1273,3592246,IR13N144,IR 92410-13-2-2-3,IR09N530/IR05N128,B6487,1,6,30,20130608,88,118,127,16,9.2,2675,,2452,2824,5,S,5,1,4,1,1,03-Oct,
131,B1274,3592328,IR13N145,IR 92428-91-2-1-1,IR09N481/BR 11,B6094,1,7,2,20130608,84,114,145,14,10.7,2934,,2952,3047,9,S,7,3,4,1,7,19-Oct,shb
155,B1275,3592574,IR13N149,IR 92371-82-3-2-1,IR09N494/IR05A117,A6502,1,6,23,20130608,91,121,127,18,10.8,2952,,3018,3062,7,,5,1,1,1,1,10-Oct,
2,B1276,3592595,IR13N151,IR 92388-49-3-1-1,IR 83317-50-1-2-2/IR05N160,A6504,1,10,2,20130608,90,120,117,32,9.5,2715,,2715,2857,9,S,3,1,1,1,5,10-Oct,shb
22,B1277,3592657,IR13N152,IR 92413-2-3-3-3,IR 83704-31-3-3-2/IR09N529,A6505,1,10,22,20130608,91,121,127,21,10.9,2797,,3279,2898,3,,3,1,3,1,7,09-Oct,shb
356,Z1535,4016499,IR13P001,IR13P001,TE QING/LEMONT,Zhao01,1,10,59,20130608,92,122,115,13,10.1,1319,,2433,1379,5,S,9,5,0,1,05-Mar,14-Oct,"poor, BB,ShB,"
641,Z1536,4016500,IR13P003,IR13P003,TE QING/LEMONT,Zhao02,1,1,53,20130608,93,123,121,11,10.5,2296,,,2389,,,9,5,0,5,5,20-Oct,"many grains, light "
466,Z1537,4016501,IR13P016,IR13P016,TE QING/LEMONT,Zhao03,1,6,37,20130608,95,125,116,14,10.8,2404,,2798,2493,,,9,3,0,1,7,17-Oct,"poor; leaf problem,shb"
410,Z1538,4016502,IR13P018,IR13P018,IR 85483-68 RIL-1-1-1-1/IR 68,Zhao04,1,8,47,20130608,89,119,110,13,9.3,1225,,2314,1292,,,7,3,0,7,5,14-Oct,severe BB
648,Z1539,4016503,IR13P020,IR13P020,IR 85483-68 RIL-1-1-1-1/IR 68,Zhao05,1,1,46,20130608,88,118,116,13,11.3,2409,,,2485,3,,5,5,1,1,7,,"BB, shB"
367,Z1540,4016504,IR13P028,IR13P028,YANGDAO 6/SANHUANGZHAN NO 2,Zhao06,1,9,63,20130608,96,126,125,13,10.2,2055,,2421,2146,7,,9,7,3,1,7,17-Oct,"BB, BS"
595,Z1541,4016505,IR13P035,IR13P035,TE QING/LEMONT,Zhao07,1,2,34,20130608,85,115,113,14,10,2106,,,2204,,,9,5,0,1,5,14-Oct,OFF TYPES
364,Z1542,4016506,IR13P036,IR13P036,TE QING/LEMONT,Zhao08,1,9,66,20130608,87,117,115,14,10.9,1625,,2051,1684,3,,9,5,0,1,5,10-Oct,"BB, SHB"
379,Z1543,4016507,IR13P037,IR13P037,TE QING/LEMONT,Zhao09,1,9,51,20130608,93,123,119,11,10.7,1469,,2129,1525,7,S,7,5,0,7,5,10-Oct,"BB, BS(severe)"
545,Z1544,4016508,IR13P040,IR13P040,TE QING/LEMONT,Zhao10,1,4,50,20130608,94,124,116,13,10.5,2291,,2290,2384,,,7,5,4,1,7,17-Oct,"Blast, BB, poor"
99,A1278,4016517,IRRI104,PSB RC 10,IR 33021-39-2-2/IR 50404,BS,1,8,33,20130608,84,114,118,26,10.9,2033,,2929,2106,,,,,,1,1,14-Oct,get plot samples beside Rc10 fillers
439,B1574,4016517,IRRI104,PSB RC 10,IR 33021-39-2-2/IR 50404,BS,1,7,57,20130608,71,101,90,14,11.3,2129,,2428,2196,,,5,3,0,1,5,03-Oct,rat damage (30%)
514,A1580,82290,IRRI105,PSB RC 18,IR 24594-204-1-3-2-6-2/IR 28222-9-2-2-2-2,A3697,1,5,48,20130608,102,132,125,22,9,2381,,3237,2519,,,5,5,1,1,5,14-Oct,
593,A1580,82290,IRRI105,PSB RC 18,IR 24594-204-1-3-2-6-2/IR 28222-9-2-2-2-2,A3697,2,3,35,20130608,102,132,126,15,9.9,2143,,,2245,,,,,,1,5,17-Oct,
