Env,Gen,Blk,YLD1
ENV1,IR 103806:188-B RGA,1,8204
ENV1,IR 103806:139-B RGA,1,8204
ENV1,IR 30,1,8212
ENV1,IR13N122,1,8216
ENV1,IR09N499,1,8219
ENV1,IR 103806-530-B RGA,1,8220
ENV1,IR 93339:39-B-6-5-B-B-B-3,1,8221
ENV1,IR13N161,1,8221
ENV1,IR 93681-83-1-2-1-3,1,8228
ENV1,IR10N136,1,8229
ENV1,IR13A314,1,8235
ENV1,IR10N137,2,8236
ENV1,IR09N423,1,8236
ENV1,IR 103806:103-B RGA,1,8239
ENV1,IR09A143,2,8239
ENV1,IR05N204,1,8241
ENV1,IR 93339:11-B-23-16-B-B-B-12,1,8242
ENV1,IR 93693-148-2-1-3-B,2,8243
ENV1,IR13A365,1,8244
ENV1,IR06A148,1,8244
ENV1,IR 93680-31-3-3-3-2,1,8244
ENV1,IR 103806-565-B RGA,1,8245
ENV1,IR13A404,1,8246
ENV1,IR09N509,2,8247
ENV1,IR 103806:205-B RGA,1,8249
ENV1,IR12A327,1,8249
ENV1,IR 103806:285-B RGA,1,8249
ENV1,IR06A148,2,8252
ENV1,IR09N495,2,8253
ENV1,IR 103806:160-B RGA,1,8253
ENV1,IR 93680-98-3-3-2-3,1,8254
ENV1,IR03N137,2,8256
ENV1,IRRI 116,2,8261
ENV1,IR09N379,1,8262
ENV1,IR 103806-538-B RGA,1,8262
ENV1,IR 93339:29-B-7-7-B-B-B-32,1,8264
ENV1,IR 97304-5-3-2,1,8264
ENV1,IR 103806:270-B RGA,1,8265
ENV1,IR 103806:274-B RGA,1,8267
ENV1,IR08A128,1,8268
ENV1,IR 93680-31-3-3-3-1,1,8269
ENV1,IR09A228,1,8270
ENV1,IRRI 147,1,8273
ENV1,IR 93336:10-B-18-15-B-B-B-5,1,8274
ENV1,IR 96874-64-3-1-1,1,8276
ENV1,IR 103806:165-B RGA,1,8276
ENV1,IR 103806:194-B RGA,1,8279
ENV1,IR BB 60,2,8282
ENV1,IR 54,2,8283
ENV1,IR 103806:238-B RGA,1,8284
ENV1,IR 103806:258-B RGA,1,8284
ENV1,IR 103806:252-B RGA,1,8285
ENV1,IR10M146,1,8285
ENV1,IR05N170,2,8287
ENV1,IR09A192,1,8299
ENV1,IR 103806:76-B RGA,1,8299
ENV1,IR 95945-37-3-2-1,1,8300
ENV1,IR10N256,2,8303
ENV1,IR 103806:214-B RGA,1,8305
ENV1,IR 93681-83-1-2-1-1,1,8306
ENV1,IR10N303,2,8306
ENV1,IR 110617-C1-B-B-B-6-1,1,8307
ENV1,IR13A217,1,8308
ENV1,IR 93336:10-B-18-15-B-B-B-15,1,8310
ENV1,IR 93680-98-3-3-2-1,1,8310
ENV1,IR 93339:29-B-7-7-B-B-B-33,1,8311
ENV1,IR 110618-B-B-B-1-1,1,8312
ENV1,SAMBHA MAHSURI-SUB1,1,8313
ENV1,IR 103806:64-B RGA,1,8314
ENV1,IR 93599-94-2-1-2-3,1,8316
ENV1,IR 103806:28-B RGA,1,8318
ENV1,IR09N542,2,8319
ENV1,IR 103806:272-B RGA,1,8319
ENV1,IRRI 106,1,8322
ENV1,IR13N101,1,8326
ENV1,IR 103806:137-B RGA,1,8327
ENV1,IR10N305,1,8329
ENV1,IR 103806:111-B RGA,1,8329
ENV1,IR 96847-91-1-3,1,8330
ENV1,IR 103806-540-B RGA,1,8332
ENV1,IR11A303,1,8333
ENV1,IR 110630-B-B-B-13-1,1,8333
ENV1,IR08M109,1,8333
ENV1,IR07M101,1,8334
ENV1,IR13A501,1,8335
ENV1,IR 103806:266-B RGA,1,8335
ENV1,IR10N264,1,8336
ENV1,IR06M139,1,8339
ENV1,IR13A430,1,8340
ENV1,IR 103806-553-B RGA,1,8342
ENV1,IR12A276,1,8342
ENV1,IR10A142,1,8343
ENV1,IR 110609-B-B-B-1-1,1,8344
ENV1,IR 110621-C1-C2-B-B-B-190-1,1,8345
ENV1,IR06A144,1,8348
ENV1,IR09N261,1,8349
ENV1,IR 93339:49-B-10-14-B-B-B-30,1,8350
ENV1,IR 94101-26-3-3-2-2,1,8352
ENV1,IR 8,1,8352
ENV1,IR08N133,1,8357
ENV1,IR09N262,1,8357
ENV1,IR08N121,1,8359
ENV1,IR13N185,1,8364
ENV1,IR 96840-23-3-3,1,8368
ENV1,IR 103806:317-B RGA,1,8370
ENV1,IR13A165,1,8370
ENV1,IR13A458,1,8371
ENV1,IR 103806-515-B RGA,1,8371
ENV1,IR 103806:234-B RGA,1,8371
ENV1,IR 103806:108-B RGA,1,8374
ENV1,IR13N133,1,8375
ENV1,IR 110626-B-B-B-2-3,1,8376
ENV1,IR13A348,1,8377
ENV1,IR 103806-513-B RGA,1,8379
ENV1,IR13A349,1,8382
ENV1,IR09N287,1,8384
ENV1,IR09N296,1,8385
ENV1,IR 110635-B-B-1-1,1,8389
ENV1,IR09N262,2,8389
ENV1,IR08A138,1,8395
ENV1,IR 103806:261-B RGA,1,8395
ENV1,IR 110630-B-B-B-9-1,1,8397
ENV1,NSIC 2011 RC 282,3,8399
ENV1,IR06N146,2,8403
ENV1,IR 96836-19-2-3,1,8406
ENV1,IR 110625-B-B-B-1-1,1,8408
ENV1,IR13N110,1,8412
ENV1,IR10N281,1,8415
ENV1,IR 93339:39-B-6-5-B-B-B-50,1,8416
ENV1,IR13A408,1,8416
ENV1,IR10A127,1,8417
ENV1,IR 103806:82-B RGA,1,8417
ENV1,IR09A128,1,8418
ENV1,IR 103806:295-B RGA,1,8418
ENV1,IR 93339:11-B-23-16-B-B-B-23,1,8419
ENV1,IR09N495,1,8420
ENV1,IR12A283,1,8420
ENV1,IR 103806:125-B RGA,1,8424
ENV1,IR09N127,2,8425
ENV1,IR 73004-3-1-2-1,1,8426
ENV1,IR10N288,2,8430
ENV1,IR 6 (PAKISTAN),1,8433
ENV1,IR13N168,1,8438
ENV1,IR10N160,1,8438
ENV1,IR06N234,2,8439
ENV1,IR13A496,1,8440
ENV1,IR08A191,2,8440
ENV1,IR 110621-C1-C2-B-B-B-3-2,1,8441
ENV1,IR13A388,1,8442
ENV1,IR06M145,1,8447
ENV1,IR 96824-9-2-2,1,8448
ENV1,IR 103806:74-B RGA,1,8450
ENV1,IR13A367,1,8455
ENV1,IR 103806:35-B RGA,1,8455
ENV1,IR 110635-B-B-1-2,1,8455
ENV1,IR13A176,1,8455
ENV1,IR13A229,1,8457
ENV1,IR 74,2,8459
ENV1,IR12N246,1,8459
ENV1,IR 103806-523-B RGA,1,8459
ENV1,IR10N108,1,8460
ENV1,IR 103806:8-B RGA,1,8462
ENV1,IR12N187,1,8473
ENV1,IR 110631-B-B-B-10-2,1,8473
ENV1,IR 103806:109-B RGA,1,8481
ENV1,IR07N177,1,8483
ENV1,IR 110620-B-B-B-2-1,1,8486
ENV1,IR 103806:231-B RGA,1,8487
ENV1,IR 103806:314-B RGA,1,8488
ENV1,IR 103806:166-B RGA,1,8488
ENV1,IR13A271,1,8490
ENV1,IR 93683-20-3-3-3-1,1,8490
ENV1,IR13A177,1,8492
ENV1,IR10N250,1,8492
ENV1,IR 64-SUB1,3,8492
ENV1,IR09N501,2,8496
ENV1,IR 96873-43-2-3,1,8497
ENV1,IR09N340,1,8499
ENV1,IR 95495-36-1-3-1,1,8499
ENV1,IR 93693-66-3-3-2-B,2,8501
ENV1,IR 103806:184-B RGA,1,8503
ENV1,IR 103806:45-B RGA,2,8503
ENV1,IR09N533,2,8504
ENV1,IR13A236,1,8508
ENV1,IR 97233-70-1-1,1,8511
ENV1,IR09N127,1,8512
ENV1,IRRI 118,2,8515
ENV1,IR 96855-72-1-1,1,8516
ENV1,IR06N127,2,8517
ENV1,IR 110621-C1-C2-B-B-B-1-2,1,8518
ENV1,IR 110636-B-B-1-1,1,8519
ENV1,IR 110611-B-B-B-5-1,1,8520
ENV1,IR 110633-C1-B-B-1-2,1,8521
ENV1,IR 103806-506-B RGA,1,8521
ENV1,IR 96855-103-2-1,1,8523
ENV1,IR 103806-514-B RGA,1,8523
ENV1,IR12N162,1,8527
ENV1,IR13A298,1,8528
ENV1,IR09A229,1,8530
ENV1,IR13N178,1,8530
ENV1,IR 110631-B-B-B-1-1,1,8532
ENV1,IR13A341,1,8535
ENV1,IR 103806:228-B RGA,1,8535
ENV1,IR 103806:213-B RGA,1,8536
ENV1,IR10N282,2,8537
ENV1,IR06N170,2,8538
ENV1,IR 96730-36-3-1-1,1,8538
ENV1,IR 103806-568-B RGA,1,8539
ENV1,IR10N101,1,8540
ENV1,IR 110621-C1-C2-B-B-B-4-1,1,8541
ENV1,IR10A142,2,8544
ENV1,IR 103806:53-B RGA,1,8545
ENV1,IRRI 115,2,8548
ENV1,IRRI 164,1,8550
ENV1,SWARNA-SUB1,1,8550
ENV1,IR10N184,1,8551
ENV1,IR 97225-52-2-2,1,8556
ENV1,IR10N305,1,8557
ENV1,IR09A131,1,8558
ENV1,IR09N529,2,8560
ENV1,IR 103806:304-B RGA,1,8561
ENV1,IR12A344,1,8563
ENV1,IR 93339:39-B-6-5-B-B-B-7,1,8564
ENV1,IR 93683-20-3-3-3-3,1,8565
ENV1,IR 110607-B-B-B-1-1,1,8565
ENV1,IR12A284,1,8566
ENV1,IR 96824-9-2-1,1,8575
ENV1,IR 103806:77-B RGA,1,8576
ENV1,IR10M140,1,8578
ENV1,IR 103806-556-B RGA,1,8585
ENV1,IR 93685-132-3-1-1-B,2,8586
ENV1,IR 103806:292-B RGA,1,8592
ENV1,IR 110617-C1-B-B-B-3-1,1,8593
ENV1,IR 103806:81-B RGA,1,8598
ENV1,IR09N473,1,8598
ENV1,IR09N259,1,8599
ENV1,IR06M147,1,8603
ENV1,IR13A323,1,8604
ENV1,IR 103806:197-B RGA,1,8604
ENV1,SAMBHA MAHSURI-SUB1,2,8607
ENV1,IR09N191,1,8610
ENV1,IR 103806-529-B RGA,1,8612
ENV1,IR 95475-71-3-1-2-B,1,8619
ENV1,IR13A373,1,8622
ENV1,IR12N134,1,8622
ENV1,IR 96847-20-1-2,1,8624
ENV1,IR 93339:11-B-23-16-B-B-B-4,1,8625
ENV1,IR 103806:216-B RGA,2,8629
ENV1,IR 38,1,8631
ENV1,IR10A234,1,8632
ENV1,IR 110617-C1-B-B-B-14-2,1,8637
ENV1,IR13A346,1,8637
ENV1,IR 103806:131-B RGA,1,8640
ENV1,SARO 5,1,8644
ENV1,IR10N223,2,8644
ENV1,IR10N264,2,8648
ENV1,IR 110630-B-B-B-12-1,1,8648
ENV1,IR09N500,1,8649
ENV1,IR13A521,1,8650
ENV1,IR03A568,2,8658
ENV1,IR 103806:319-B RGA,1,8662
ENV1,IRRI 144,2,8667
ENV1,IR13A140,1,8668
ENV1,IR 103806:116-B RGA,1,8668
ENV1,IR07F290,1,8678
ENV1,IR 103806:268-B RGA,1,8678
ENV1,IR 95512-23-3-2-B,1,8685
ENV1,IRRI 117,1,8686
ENV1,IR13N211,1,8689
ENV1,IR 96734-109-3-2-1,1,8691
ENV1,IR 110636-B-B-2-1,1,8695
ENV1,IR13N109,1,8696
ENV1,IR 96798-8-2-2-3,1,8696
ENV1,IR 96836-87-3-1,1,8697
ENV1,IR 97302-3-3-2,1,8700
ENV1,IR 110621-C1-C2-B-B-B-23-1,1,8702
ENV1,IR 103806:162-B RGA,1,8702
ENV1,IR09N536,2,8710
ENV1,IR 93339:49-B-10-14-B-B-B-21,1,8710
ENV1,IR13A304,1,8712
ENV1,IR13A299,1,8712
ENV1,IR13N179,1,8712
ENV1,IR 103806:92-B RGA,1,8715
ENV1,IR09A183,1,8719
ENV1,IR 103806:18-B RGA,1,8727
ENV1,IR 103806:263-B RGA,1,8727
ENV1,IR09N535,2,8728
ENV1,IR08N215,1,8728
ENV1,IRRI 147,1,8728
ENV1,IR 110621-C1-C2-B-B-B-179-1,1,8729
ENV1,IR10N161,1,8732
ENV1,CIHERANG-SUB1,1,8733
ENV1,IR 110611-B-B-B-28-1,1,8733
ENV1,IR 93336:10-B-18-15-B-B-B-28,1,8735
ENV1,IR 103806:326-B RGA,1,8735
ENV1,IR 103806-533-B RGA,1,8735
ENV1,IR 103806-560-B RGA,1,8735
ENV1,IR 110621-C1-C2-B-B-B-132-1,1,8736
ENV1,IR 93696-38-1-2-2-B,1,8737
ENV1,IR 103806:199-B RGA,1,8741
ENV1,IR 103806:246-B RGA,1,8742
ENV1,IR 110628-B-B-B-3-1,1,8742
ENV1,IR 93339:39-B-6-5-B-B-B-20,1,8744
ENV1,IR 103806:66-B RGA,1,8750
ENV1,IR 103806:24-B RGA,1,8751
ENV1,IR10M120,1,8753
ENV1,IR 103806:153-B RGA,1,8755
ENV1,IR06N211,1,8756
ENV1,IR 110611-B-B-B-26-1,1,8757
ENV1,IR08M119,1,8757
ENV1,IR 93339:39-B-6-5-B-B-B-23,1,8759
ENV1,IR 103806-558-B RGA,1,8759
ENV1,IR13A128,1,8760
ENV1,IR 103806:233-B RGA,1,8763
ENV1,IR09A229,2,8776
ENV1,IR 95511-40-3-1-B,1,8778
ENV1,IR06N234,1,8778
ENV1,IR 96840-70-2-3,1,8779
ENV1,BRRI DHAN 55,1,8783
ENV1,IR10M137,1,8783
ENV1,IR 93339:11-B-23-16-B-B-B-18,1,8784
ENV1,IR 103806-549-B RGA,1,8784
ENV1,IR13A264,1,8786
ENV1,IR13A326,1,8786
ENV1,IR04N106,2,8787
ENV1,IR13A454,1,8787
ENV1,IR13A451,1,8787
ENV1,IR 71677-161-2-3,1,8791
ENV1,IR 103806:135-B RGA,1,8792
ENV1,IR 103806-569-B RGA,1,8794
ENV1,IRRI 104,2,8797
ENV1,IR09N505,1,8800
ENV1,IR 110611-B-B-B-18-1,1,8809
ENV1,IR 110621-C1-C2-B-B-B-66-1,1,8810
ENV1,IR 110611-B-B-B-10-1,1,8810
ENV1,IR 103806:323-B RGA,1,8812
ENV1,IR10A134,1,8813
ENV1,IR 94101-26-3-3-2-3,1,8817
ENV1,IR 93599-94-2-1-2-2,1,8824
ENV1,IR 96873-43-2-2,1,8825
ENV1,IR 96774-21-1-2-3,1,8825
ENV1,IR 95512-23-3-2-B,2,8826
ENV1,IR 110617-C1-B-B-B-5-2,1,8833
ENV1,IR 103806:230-B RGA,1,8834
ENV1,IR 103806:25-B RGA,1,8836
ENV1,IR13N158,1,8837
ENV1,IR 103806:243-B RGA,1,8837
ENV1,IR13A189,1,8839
ENV1,IR08A138,2,8840
ENV1,IR13A435,1,8841
ENV1,IR 97326-1-3-2-2,1,8842
ENV1,IR 110609-B-B-B-1-2,1,8842
ENV1,IR12A302,1,8845
ENV1,IR08N184,1,8847
ENV1,IR 110617-C1-B-B-B-10-2,1,8847
ENV1,IR 103806:61-B RGA,1,8847
ENV1,IR09A136,2,8849
ENV1,IR12A278,1,8849
ENV1,IRRI 151,1,8850
ENV1,IR 93339:29-B-7-7-B-B-B-48,1,8853
ENV1,IR 110621-C1-C2-B-B-B-86-1,1,8853
ENV1,BRRI DHAN 53,1,8856
ENV1,IR13A386,1,8859
ENV1,IR 96748-89-2-3-1,1,8859
ENV1,IR 110611-B-B-B-29-1,1,8860
ENV1,IR13A464,1,8864
ENV1,IR 103806-566-B RGA,1,8865
ENV1,NSIC 2011 RC 282,2,8866
ENV1,IR13A114,1,8866
ENV1,IR09A102,1,8869
ENV1,IR10N253,2,8870
ENV1,IR10N269,2,8873
ENV1,IR09N503,1,8875
ENV1,IR 74,1,8876
ENV1,IR 110611-B-B-B-16-2,1,8876
ENV1,IRRI 159,2,8878
ENV1,IR 103806:85-B RGA,1,8879
ENV1,IR 103806:142-B RGA,1,8880
ENV1,IR 110628-B-B-B-1-1,1,8881
ENV1,IR 110621-C1-C2-B-B-B-32-2,1,8882
ENV1,IR 103806:322-B RGA,1,8882
ENV1,IR 96847-20-1-1,1,8888
ENV1,IR13A211,1,8894
ENV1,IR 96855-103-2-3,1,8894
ENV1,IR 96748-89-2-3-3,1,8896
ENV1,IR 110611-B-B-B-30-1,1,8901
ENV1,IR 95495-36-1-3-3,1,8904
ENV1,IR 94101-71-3-2-1-B,1,8907
ENV1,IR10N259,2,8908
ENV1,IR 97257-35-2-1,1,8909
ENV1,IR07A253,1,8911
ENV1,IR10A108,1,8913
ENV1,IR 103806:287-B RGA,1,8914
ENV1,IR10N198,1,8916
ENV1,IRRI 122,1,8917
ENV1,IRRI 165,2,8918
ENV1,IR 103806:245-B RGA,1,8918
ENV1,IR 103806:117-B RGA,1,8919
ENV1,IR09A225,1,8920
ENV1,IR05N221,2,8920
ENV1,IR05N419,2,8920
ENV1,IR 103806-519-B RGA,1,8921
ENV1,IR06M144,1,8922
ENV1,IR 103806:182-B RGA,1,8931
ENV1,IR 103806-545-B RGA,1,8931
ENV1,IR 93684-125-2-1-3-2,1,8932
ENV1,IR 103806:201-B RGA,1,8933
ENV1,IR08N159,2,8937
ENV1,IR05A260,2,8939
ENV1,IR 93339:49-B-10-14-B-B-B-5,1,8939
ENV1,IR 103806-561-B RGA,1,8939
ENV1,IR12A235,1,8941
ENV1,IR 110621-C1-C2-B-B-B-59-1,1,8941
ENV1,IR10N216,2,8943
ENV1,IR09N473,2,8945
ENV1,CIHERANG-SUB1,1,8947
ENV1,IR 93693-148-2-1-3-B,1,8955
ENV1,IR07A183,2,8957
ENV1,IR 110621-C1-C2-B-B-B-8-1,1,8959
ENV1,IR10N291,2,8968
ENV1,IR 103806:32-B RGA,1,8968
ENV1,IR 110628-B-B-B-2-1,1,8970
ENV1,IR04A115,2,8971
ENV1,IR 103806:262-B RGA,1,8971
ENV1,IRRI 104,1,8975
ENV1,IR13A302,1,8975
ENV1,IR 110635-B-B-1-4,1,8976
ENV1,IR 96856-97-3-2,1,8978
ENV1,IR 103806:236-B RGA,1,8982
ENV1,IRRI 141,2,8983
ENV1,IR 103806:313-B RGA,1,8983
ENV1,IR 28,1,8984
ENV1,IR 110611-B-B-B-21-1,1,8984
ENV1,IR 103806:273-B RGA,1,8985
ENV1,IRRI 136,2,8986
ENV1,IR13A414,1,8988
ENV1,IR10N298,2,8991
ENV1,IR13A288,1,8994
ENV1,IR13A164,1,8999
ENV1,IR10M148,1,9000
ENV1,IR07A253,2,9002
ENV1,IR 103806:84-B RGA,1,9005
ENV1,IRRI 149,2,9008
ENV1,IR13A482,1,9009
ENV1,IR 103806:9-B RGA,1,9010
ENV1,IR 110630-B-B-B-18-1,1,9013
ENV1,IR 96743-17-2-2-3,1,9014
ENV1,IRRI 126,2,9015
ENV1,IR09N531,2,9016
ENV1,IR 93684-28-2-3-2-1,1,9016
ENV1,IR07A183,1,9017
ENV1,IR09A152,1,9017
ENV1,IR 97253-20-1-3,1,9017
ENV1,IR 95519-39-3-2-2,1,9017
ENV1,IR 34,1,9017
ENV1,IR12A267,1,9018
ENV1,IR09N260,2,9019
ENV1,IRRI 112,2,9019
ENV1,IR 93684-28-2-3-2-3,1,9020
ENV1,IR 103806:269-B RGA,1,9022
ENV1,IR08N185,1,9024
ENV1,IR03A262,2,9025
ENV1,IR07F290,2,9031
ENV1,IR05N168,2,9033
ENV1,IR 95914-61-1-3-2-1,1,9034
ENV1,IR 110621-C1-C2-B-B-B-1-1,1,9034
ENV1,IR10N260,2,9035
ENV1,IR 110621-C1-C2-B-B-B-32-1,1,9035
ENV1,IR08N194,1,9037
ENV1,IR 95541-84-2-2-2,1,9037
ENV1,IR13A343,1,9037
ENV1,IR 95945-37-3-2-2,1,9038
ENV1,IR12A222,1,9039
ENV1,IR13A476,1,9045
ENV1,IR 103806:158-B RGA,1,9048
ENV1,IR10A128,1,9050
ENV1,IR12A137,1,9053
ENV1,IR 110611-B-B-B-2-2,1,9055
ENV1,IR 42,2,9056
ENV1,IR10N271,2,9057
ENV1,IR 24,2,9058
ENV1,IR12A115,1,9064
ENV1,IR10N304,2,9070
ENV1,IR05N412,1,9070
ENV1,IR 96836-87-3-3,1,9072
ENV1,IR 96734-109-3-2-2,1,9078
ENV1,IR13A127,1,9079
ENV1,IR10N305,2,9080
ENV1,IR 95515-76-3-1-1,1,9080
ENV1,IR 103806-548-B RGA,1,9080
ENV1,IR 110620-B-B-B-1-1,1,9081
ENV1,IRRI 162,2,9082
ENV1,IR13A498,1,9082
ENV1,IRRI 126,1,9084
ENV1,IR 70,1,9087
ENV1,IR06N170,1,9088
ENV1,IR13N155,1,9094
ENV1,IR10A136,2,9094
ENV1,IR08N158,1,9095
ENV1,IR12N226,1,9095
ENV1,IR06A150,1,9097
ENV1,IR 110621-C1-C2-B-B-B-178-1,1,9099
ENV1,IR10N238,2,9101
ENV1,IR13A210,1,9103
ENV1,IR07A250,1,9103
ENV1,IR 93599-37-1-2-1-1,1,9107
ENV1,IR 103806:6-B RGA,1,9107
ENV1,IR 103806-559-B RGA,1,9109
ENV1,IR 97253-20-1-2,1,9109
ENV1,IR 93336:10-B-18-15-B-B-B-14,1,9111
ENV1,IR05A260,1,9112
ENV1,IR 103806-501-B RGA,1,9112
ENV1,IR 93684-28-2-3-2-2,1,9115
ENV1,IR04N106,1,9116
ENV1,IR10N301,1,9117
ENV1,IR13N140,1,9117
ENV1,IR08N180,2,9117
ENV1,IR09N246,1,9119
ENV1,IR 103806:97-B RGA,1,9123
ENV1,IR08A191,1,9129
ENV1,IR07A253,2,9132
ENV1,IR13A249,1,9135
ENV1,IR 93599-37-1-2-1-2,1,9136
ENV1,IR08N180,1,9136
ENV1,IR 95511-40-3-1-B,2,9137
ENV1,IRRI 165,5,9138
ENV1,IR09N516,1,9138
ENV1,IR13A239,1,9140
ENV1,IR09N508,2,9143
ENV1,IR 93339:11-B-23-16-B-B-B-6,1,9143
ENV1,IR 110611-B-B-B-5-2,1,9144
ENV1,IR10M147,1,9144
ENV1,IR 110636-B-B-3-1,1,9144
ENV1,IR 93339:49-B-10-14-B-B-B-7,1,9148
ENV1,IR 110623-C1-C2-B-B-B-1-1,1,9148
ENV1,IR09N173,1,9154
ENV1,IR 103806:260-B RGA,1,9154
ENV1,IR 94077-97-3-3-1-3,1,9158
ENV1,IR12A160,1,9159
ENV1,IR13A492,1,9163
ENV1,IR 103806:237-B RGA,1,9164
ENV1,IR08N194,2,9169
ENV1,IR 95511-57-3-3-1,1,9170
ENV1,IR 96831-35-1-3,1,9171
ENV1,IR 110617-C1-B-B-B-13-4,1,9173
ENV1,IR 103806:210-B RGA,1,9173
ENV1,IR 103806:121-B RGA,1,9176
ENV1,IR 110613-B-B-B-1-1,1,9177
ENV1,IR09A136,1,9179
ENV1,IR 96834-38-3-1,1,9180
ENV1,IR 96824-9-2-3,1,9181
ENV1,IR09N470,1,9183
ENV1,IR 6 (PAKISTAN),2,9185
ENV1,MANAW THUKHA,1,9187
ENV1,IR 96843-106-1-2,1,9188
ENV1,IR 103806-531-B RGA,1,9193
ENV1,IR 96840-23-3-2,1,9193
ENV1,IR10N272,1,9196
ENV1,IR10N282,1,9196
ENV1,IR 103806:282-B RGA,1,9196
ENV1,IR 103806:220-B RGA,1,9196
ENV1,IR10M123,1,9204
ENV1,IR 103806:54-B RGA,1,9204
ENV1,IR04A428,2,9208
ENV1,IRRI 138,2,9211
ENV1,IR08A175,2,9214
ENV1,IRRI 112,1,9214
ENV1,IR09N142,2,9217
ENV1,IR09N274,1,9217
ENV1,IR 110617-C1-B-B-B-9-2,1,9219
ENV1,SABITRI,2,9220
ENV1,SWARNA-SUB1,2,9221
ENV1,IR09N126,1,9223
ENV1,IR 110631-B-B-B-4-1,1,9225
ENV1,IRRI 160,1,9226
ENV1,IRRI 162,1,9227
ENV1,IR04A115,1,9228
ENV1,IR 68,2,9231
ENV1,IR10N304,1,9236
ENV1,IR10M121,1,9236
ENV1,IR 48,1,9239
ENV1,IR 97225-28-2-2,1,9241
ENV1,IR05N304,1,9241
ENV1,IR 110611-B-B-B-31-1,1,9242
ENV1,IR05N170,1,9242
ENV1,IR 103806-544-B RGA,1,9243
ENV1,IR 110611-B-B-B-1-1,1,9244
ENV1,IR06A150,2,9250
ENV1,IR 74371-70-1-1,2,9250
ENV1,IR10N134,2,9252
ENV1,IR06N120,2,9253
ENV1,IR10N270,1,9254
ENV1,IR10A124,1,9258
ENV1,IRRI 122,2,9259
ENV1,IR 93339:49-B-10-14-B-B-B-29,1,9260
ENV1,IR 110621-C1-C2-B-B-B-70-1,1,9260
ENV1,IR13N162,1,9261
ENV1,IR 96717-58-1-2-1,1,9261
ENV1,IR07A253,1,9263
ENV1,IR 110621-C1-C2-B-B-B-17-2,1,9263
ENV1,IR 110621-C1-C2-B-B-B-18-2,1,9263
ENV1,IR 93674-28-3-1-3-3,1,9264
ENV1,IR13A338,1,9266
ENV1,IR 103806-527-B RGA,1,9267
ENV1,IR09A133,2,9267
ENV1,IR 102884-193,1,9269
ENV1,IR06N211,2,9270
ENV1,IR09N474,2,9271
ENV1,IR13A512,1,9273
ENV1,IR10N276,2,9274
ENV1,IR 110621-C1-C2-B-B-B-26-2,1,9276
ENV1,IR10N105,1,9280
ENV1,IR 103806:267-B RGA,1,9287
ENV1,IR08A104,1,9289
ENV1,IR 95450-124-3-2-2,1,9289
ENV1,IR09A152,2,9291
ENV1,IR 103806:155-B RGA,1,9291
ENV1,IR 96834-38-3-2,1,9292
ENV1,IR 103806:291-B RGA,1,9293
ENV1,IR 93339:49-B-10-14-B-B-B-12,1,9302
ENV1,IR 110631-B-B-B-9-1,1,9305
ENV1,IR10N271,1,9311
ENV1,IR 110621-C1-C2-B-B-B-21-2,1,9312
ENV1,IR10A108,2,9314
ENV1,IR05N412,2,9316
ENV1,IR12N204,1,9318
ENV1,BR 28,1,9323
ENV1,IR 103806:119-B RGA,1,9324
ENV1,IR06A181,1,9336
ENV1,IR 103806-542-B RGA,1,9336
ENV1,IR07A260,1,9337
ENV1,IR 110633-C1-B-B-1-1,1,9337
ENV1,IR 103806:14-B RGA,1,9337
ENV1,IR 110611-B-B-B-16-1,1,9341
ENV1,IR13A215,1,9341
ENV1,IR10N225,1,9341
ENV1,IR10N269,1,9343
ENV1,IR 96847-20-1-3,1,9344
ENV1,IR 103806:146-B RGA,1,9345
ENV1,IR10N281,2,9350
ENV1,IR12N236,1,9353
ENV1,IR 110611-B-B-B-7-8,1,9355
ENV1,IR10M127,1,9358
ENV1,IR 103806:72-B RGA,1,9364
ENV1,IR13A149,1,9364
ENV1,IR13A257,1,9365
ENV1,IR 95519-39-3-2-1,1,9366
ENV1,IR05N359,1,9370
ENV1,IR 103806-546-B RGA,1,9372
ENV1,IR09N529,1,9375
ENV1,IR10N134,1,9376
ENV1,IR 110621-C1-C2-B-B-B-33-2,1,9378
ENV1,IR12A216,1,9380
ENV1,IR 103806:38-B RGA,1,9381
ENV1,IR 103806:294-B RGA,1,9381
ENV1,IR 110621-C1-C2-B-B-B-133-1,1,9382
ENV1,IR10N291,1,9384
ENV1,IR 110617-C1-B-B-B-2-1,1,9388
ENV1,IR 110611-B-B-B-4-1,1,9391
ENV1,IR 110621-C1-C2-B-B-B-6-1,1,9392
ENV1,IR06M143,1,9393
ENV1,IR13A110,1,9396
ENV1,IR 96764-94-2-3-2,1,9396
ENV1,IR09N534,1,9398
ENV1,IR 94090-74-1-1-2-B,2,9398
ENV1,IR 103806:75-B RGA,1,9404
ENV1,IR 95541-84-2-2-3,1,9406
ENV1,IR 110621-C1-C2-B-B-B-33-1,1,9407
ENV1,IR 94090-74-1-1-2-B,1,9416
ENV1,IR08A176,2,9418
ENV1,IR12A113,1,9418
ENV1,IR10N226,1,9419
ENV1,IR13N197,1,9420
ENV1,IR 110621-C1-C2-B-B-B-22-2,1,9425
ENV1,IR 82355-5-1-3,2,9428
ENV1,IR 96741-61-3-2-3,1,9428
ENV1,IR 95541-84-2-2-1,1,9429
ENV1,IR 110617-C1-B-B-B-4-1,1,9430
