GID,ENTRY!,DESIGNATION,PARENTS,ENTRYNO,PLOT,SOURCE,MATGP!,REP!,ROW,COLUMN,FLW,MATURITY,PLTHGT,TILLER,14MC,PLOTYIELD,MISSHILL,CPY,GRNYLD(Y/ha),BLAST,BB1,BPH,GLH,HARVESTDATE
82290,IRRI105,PSB RC 18,IR 24594-204-1-3-2-6-2/IR 28222-9-2-2-2-2,A3698,554,A2748,2,1,3,29,90,120,104,12,12.2,6056,,,8178,0,1,9,5,2013-04-12
1385285,IR05A235,IR 79478-67-3-3-2,IR 73008-138-2-2-2/IR00A103,A3456,555,A3003,2,1,3,30,87,117,107,15,10,5974,,,8270,2,1,5,7,
2972796,IR11N202,IR 87546-42-3-2-3,IR05N173/BR 29,B3617,556,B3185,2,1,3,31,95,125,132,15,13.2,7711,,,10295,3,1,5,3,2013-04-15
3022919,IR11A279,IR 87527-1-3-1-3,IR04A427/BR 29,A3493,557,A2964,2,1,3,32,91,121,107,17,13.4,7302,2,7380,9830,3,7,7,5,2013-04-13
2524860,IR09N251,IR 84055-97-2-2-2,IRRI 143/IR04N114//IR BB 60-1,B3575,558,B3067,2,1,3,33,95,125,117,12,13.4,6788,,,9041,1,1,3,5,2013-04-15
3425884,IR12A325,IR 91043-4-3-1-2,IRRI 150/IR07F287,A3536,559,A5446,2,1,3,34,95,125,110,17,10.6,6270,2,6337,8714,0,7,9,5,2013-04-15
2972813,IR11N205,IR 87546-84-3-3-2,IR05N173/BR 29,B3618,560,B3140,2,1,3,35,94,124,135,14,10.4,7467,3,7587,10456,0,7,5,3,2013-04-20
2337253,IR08N158,IR 82804-81-1-3-2,IR02N444/IR 73439-11-1-3-1//IRRI 115,B3566,561,B2868,2,1,3,36,88,118,98,15,12,6523,,,8829,0,1,5,7,2013-04-10
3427199,IR12A298,IR 92270-15-2-3-3,IR 68897 B/IR 73013-95-1-3-2 R,A3534,562,A5278,2,1,3,37,91,121,108,11,8.7,6483,,,9104,4,1,9,5,2013-04-12
2697531,IR10M126,IR 84750-164-3-2-1-2,IR 75862-206-2-8-3-B-B-B/IRRI 123,M3684,563,M3042,2,1,3,38,92,122,109,14,13.8,6844,2,6917,9171,0,1,7,5,2013-04-13
2524833,IR09N246,IR 83822-8-2-2-2,IR 68058-71-2-1/IR 71700-247-1-1-2,B3574,564,B3167,2,1,3,39,97,127,106,14,11.4,5921,,,8069,1,1,3,5,2013-04-29
3425975,IR12A182,IR 91051-122-1-2-3,IRRI 154/BR 29,A3524,565,A5162,2,1,3,40,96,126,134,14,12,7210,2,7287,9863,3,1,7,7,2013-04-15
3022309,IR11W109,IR 87054-243-3-1-3-3,IR 65482-4-136-2-2-B/IR 71701-28-1-4//IR 64680-81-2-2-1-3,W3690,566,W2946,2,1,3,41,88,118,96,14,13.9,6756,2,6828,9043,0,1,5,3,2013-04-12
3425601,IR12N252,IR 90229-68-1-3-3-1,IR 72971-77-1-5-2-2/IR02W101//NERICA 6,B3649,567,A5493,2,1,3,42,96,126,119,16,12,7245,,,9806,0,1,1,3,2013-04-15
1856058,IR06N170,IR 80670-69-2-1-3,IR 68059-66-2-3-3-3/IR 68544-29-2-1-3-1-2//PSBRC 82,B3555,568,B2866,2,1,3,43,86,116,101,17,11,6214,,,8506,0,1,5,3,2013-04-08
2754601,IR10N108,IR 84029-B2-49-3-2-3-3,IR 65620-192-3-3-3-2/IR02N463//IR 72875-94-3-3-2,B3594,569,B2981,2,1,3,44,89,119,106,16,10.5,6607,,,9095,0,1,3,3,2013-04-10
2143874,IR07A137,IR 81373-119-2-2-1,IRRI 123/IR 77080-B-34-1-1,A3460,570,A2853,2,1,3,45,87,117,98,17,9.7,5998,2,6062,8420,4,1,7,5,2013-04-08
2338000,IR08M102,IR 81014-B-49-3-3-2-2,IR 74796-3B-34-1-1/IR 71684-36-3-3-2,M3680,571,M3091,2,1,3,46,92,122,108,16,11.1,5117,2,5172,7072,0,1,3,3,2013-04-15
3219008,IR11A483,IR 88654-99-2-1-1,IRRI 168/IR02W101,A3510,572,A2811,2,1,3,47,91,121,111,16,14,7547,,,9983,3,,5,3,2013-04-15
2472008,IR09N474,IR 84022-40-3-3-2,JANAKI/IR02N463//IRRI 123,B3582,573,B3070,2,1,3,48,94,124,101,22,14,6856,2,6929,9166,3,1,5,3,2013-04-15
3522672,IR12A334,IR 91058-1-1-2-2,IR04A427/IRRI 143,A3540,574,A5455,2,1,3,49,94,124,110,14,11,7037,11,7472,10228,3,1,7,5,2013-04-15
2338042,IR08N109,IR 82269-127-3-1-1-2,IR 73012-15-2-2-1/IR 73000-70-2-2-2//IR 72158-11-5-2-3,B3562,575,B3118,2,1,3,50,93,123,104,16,12.9,6633,7,6888,9228,3,1,5,5,2013-04-15
2757262,IR10N122,IR 83838-118-1-3-2-3-1,IR00A117/IR 73707-45-3-2-3,B3596,576,B3074,2,1,4,50,91,121,102,15,11.9,5610,7,5826,7894,1,1,3,3,2013-04-12
2697231,IR10A135,IR 85634-34-3-2-2,IR04A285/JANAKI,A3478,577,A3007,2,1,4,49,88,118,110,20,12.1,4195,,,5672,3,1,5,5,2013-04-12
3023505,IR11A287,IR 87528-13-2-2-1,IR04A427/IR 65450-173-2-1-1-3-3,A3496,578,A3010,2,1,4,48,84,114,99,15,9.8,6158,8,6430,8921,1,1,5,5,2013-04-08
2525093,IR09N274,IR 83673-105-2-3-2-3,IR 72860-74-1-2-1/IR 72158-11-5-2-3//IRRI 105,B3579,579,B3171,2,1,4,47,98,128,103,18,11.5,6464,,,8799,0,1,1,3,2013-04-15
2348737,IR08A172,IR 82492-7-2-3-3,IR 73013-95-1-3-2/IRRI 123,A3464,580,A3052,2,1,4,46,91,121,103,19,12.4,6828,2,6901,9298,1,1,3,5,2013-04-12
3219693,IR11A417,IR 88684-91-1-1-2,IR05A117/IR02W101,A3507,581,A3016,2,1,4,45,90,120,120,13,11,5816,,,7961,0,1,5,5,2013-04-09
3272383,IR12A116,IR 90216-63-1-2-1,IR05A117/IR 65482-4-136-2-2-B//FEDEARROZ 50,A3517,582,A5430,2,1,4,44,90,120,118,16,10.2,5267,10,5561,7681,3,1,7,7,2013-04-12
3246535,IR11F262,IR 89246-SUB 38-3-2-1,IR 70215-4-CPA 3-1-3-1/IRRI 145//CIGEULIS,F3669,583,F2133,2,1,4,43,97,127,106,15,12.9,3939,12,4206,5635,1,1,3,3,2013-04-15
2432627,IR10M239,IR 83663-20-3-2-2,IR 65192-4B-11-3/IR 64//AREUMBYEO,M3688,584,M2841,2,1,4,42,84,114,96,18,10.8,6553,,,8991,4,1,7,3,2013-04-17
1265283,IR05N173,IR 79218-93-1-4-3,IR 72889-69-2-2-2/IR 72158-68-6-3,B3544,585,B3062,2,1,4,41,94,124,93,19,13.7,7390,2,7469,9914,0,1,3,3,2013-04-15
3425855,IR12A157,IR 91027-67-3-2-3,IR01A111/IR06M139,A3520,586,A5137,2,1,4,40,90,120,107,14,13.5,6611,1,6646,8842,0,1,7,5,2013-04-13
3088385,IR10F577,IR 88234-STG 11-1-1-1,IRRI 149/IR06F148//IRRI 146,F3666,587,F2119,2,1,4,39,89,119,101,13,10,6283,2,6350,8790,3,1,5,5,2013-04-09
1960411,IR06N211,IR 80919-57-2-2-1,IR 72158-16-3-3/BASMATI 370,B3558,588,B2970,2,1,4,38,83,113,97,16,12.3,4719,25,5438,7336,0,1,7,5,2013-04-10
2472101,IR09A224,IR 83832-26-2-1-2,IR 72903-121-2-1-2/IRRI 135,A3470,589,A3106,2,1,4,37,96,126,109,16,11.6,7535,2,7616,10355,0,1,5,3,2013-04-15
3246887,IR11F186,IR 88760-SUB 93-3-3-3,IRRI 154/IR07F290,F3667,590,F2123,2,1,4,36,95,125,124,15,13.6,7265,,,9654,3,1,5,3,2013-04-12
3346739,IR12A106,IR 89186-63-2-3-3-2,IR04A427/IR BB 60-1//IR02W101,A3514,591,A5415,2,1,4,35,89,119,91,16,11.6,5766,,,7840,3,1,7,5,2013-04-10
1201260,IR04A115,IR 77498-47-2-6-2-3,IR 68077-82-2-2-2-3/IR00A117,A3454,592,A2953,2,1,4,34,90,120,104,17,12.4,6587,8,6878,9267,1,1,3,7,2013-04-12
2858722,IR10A231,IR 85827-18-2-1-2-3,IRRI 143/IR 73718-23-2-1-3//IR00A110,A3485,593,A3009,2,1,4,33,91,121,116,14,13.6,7348,1,7387,9817,1,1,3,3,2013-04-12
3426392,IR12A262,IR 91131-11-2-1-3,SAMBHA MAHSURI/PSB RC 14,A3531,594,A5242,2,1,4,32,89,119,87,18,13.8,6251,,,8288,3,1,5,7,2013-04-10
3023573,IR11A306,IR 87531-25-3-3-3,IR04A427/IR 73006-12-3-3-2,A3502,595,A3015,2,1,4,31,90,120,109,17,13.1,7467,,,9980,0,1,3,5,2013-04-12
2754527,IR10N136,IR 84727-91-2-3-3-1,IRRI 135/IR 73459-120-2-2-3,B3597,596,B3076,2,1,4,30,96,126,99,13,11.2,6836,2,6909,9437,0,1,5,3,2013-04-15
2525009,IR09N259,IR 83838-29-2-2-3,IR00A117/IR 73707-45-3-2-3,B3576,597,B3121,2,1,4,29,95,125,97,18,14,6499,,,8597,3,1,3,5,2013-04-13
1253989,IRRI154,NSIC RC 222,IR 73012-137-2-2-2/IRRI 104,A3700,598,A2750,2,1,4,28,85,115,97,20,10.8,6069,7,6302,8647,3,,5,5,2013-04-09
3426102,IR12N199,IR 91083-30-1-2-1,IR05N170/MTU 1010,B3642,599,B5360,2,1,4,27,95,125,111,20,12.6,5203,2,5259,7069,0,1,5,3,2013-04-13
3426704,IR12A207,IR 91064-17-3-2-3,IR05A117/MTU 1010,A3527,600,A5187,2,1,4,26,91,121,127,19,14,7055,4,7208,9534,2,1,7,5,2013-04-12
3272775,IR12N129,IR 90232-25-3-2-2,IR01N148/JANAKI//IR 6 (PAKISTAN),B3634,601,A5502,2,1,5,26,86,116,106,16,9.3,6318,,,8814,3,1,5,7,2013-04-12
3425605,IR12N253,IR 90229-74-1-3-1-2,IR 72971-77-1-5-2-2/IR02W101//NERICA 6,B3650,602,A5494,2,1,5,27,91,121,112,16,13.3,7423,,,9899,0,1,1,3,2013-04-13
2754672,IR10N202,IR 85144-54-1-2-3-2,IR 72903-121-2-1-2/IR 73711-130-1-3-1//IR 64680-81-2-2-1-3,B3602,603,B2929,2,1,5,28,84,114,89,16,9.3,5166,7,5365,7484,1,1,5,3,2013-04-06
2697027,IR10N292,IR 85650-42-1-3-2,IR05N341/IR 64680-81-2-2-1-3,B3613,604,B3135,2,1,5,29,97,127,122,17,12.9,7078,,,9482,3,1,5,3,2013-04-15
3523687,IR12A331,IR 91054-25-3-2-1,IRRI 154/IRRI 123,A3539,605,A5452,2,1,5,30,85,115,94,12,11.7,6227,,,8457,3,1,9,5,2013-04-09
1253989,IRRI154,NSIC RC 222,IR 73012-137-2-2-2/IRRI 104,A3699,606,A2750,2,1,5,31,85,115,98,16,10.9,6316,1,6350,8702,0,1,7,5,2013-04-09
2697638,IR10N137,IR 84729-6-1-1-1-3,IR 71700-247-1-1-2/IRRI 137,B3598,607,B3029,2,1,5,32,93,123,110,13,13,6122,,,8192,2,1,3,3,2013-04-13
1401842,IR05N304,IR 79495-9-3-2-2,IR 69808-78-2-2-3/IR 68552-100-1-2-2,B3546,608,B3162,2,1,5,33,98,128,113,17,13.2,6160,,,8224,1,1,5,3,2013-04-15
2433641,IR10N101,IR 82493-71-1-2-2-2,IR00A115/IR01N144,B3593,609,B3124,2,1,5,34,94,124,113,13,14,6625,2,6696,8857,2,1,3,3,2013-04-12
2433291,IR09A229,IR 82578-26-3-2-2-1,PR 32749-9-10-5/IRRI 105,A3472,610,A2760,2,1,5,35,83,113,98,15,10.3,5758,,,7944,0,1,7,5,2013-04-09
2348792,IR08M119,IR 82463-3-3-2-2,IR 61247-3B-8-2-1/IRRI 123,M3681,611,M3038,2,1,5,36,89,119,110,15,10.9,6040,,,8277,0,1,7,9,2013-04-12
2697495,IR10N160,IR 84757-58-1-1-3-2,IR04A115/IR01N203,B3600,612,B3126,2,1,5,37,92,122,105,17,13.8,7145,2,7221,9574,0,1,3,3,2013-04-15
2697813,IR10N225,IR 85151-18-2-1-3-2,IR01N106/IR01N194//IRRI 143,B3604,613,B3179,2,1,5,38,96,126,95,14,12.9,6853,3,6964,9329,6,1,3,3,2013-04-15
2451178,IR10M238,IR 82475-110-2-2-1-2,IR 68144-2B-2-2-3-1-120/IR 64,M3687,614,M2894,2,1,5,39,83,113,93,16,10,4657,8,4863,6731,4,1,7,3,2013-04-06
2548083,IR09A152,IR 84941-12-1-2,IR 84089-13/IR 72875-94-3-3-2,A3469,615,A2904,2,1,5,40,85,115,96,17,12,6339,,,8580,1,7,5,3,2013-04-12
2337187,IR08N159,IR 82445-9-3-2-2,DAEYABYEO/IR04N114,B3567,616,B2773,2,1,5,41,82,112,96,14,10.9,5697,,,7807,0,1,3,5,
2524958,IR09A133,IR 83849-72-2-3-3,IR 77080-B-34-1-1/IR 74286-107-2-3,A3468,617,A3154,2,1,5,42,96,126,118,15,12,5443,,,7367,1,1,5,5,2013-04-15
3272373,IR12N108,IR 88736-64-2-3-2-3,IR02N195/IRRI 145,B3627,618,A5470,2,1,5,43,93,123,117,17,13.1,6315,3,6417,8577,0,1,5,5,2013-04-13
3425765,IR12N163,IR 91000-53-1-3-3,FEDEARROZ 50/IRRI 123,B3638,619,B5324,2,1,5,44,89,119,106,15,13.4,6419,2,6488,8641,0,,3,5,2013-04-13
2857106,IR10A159,IR 85613-12-6-1-2-2,IR02W101/IRRI 105,A3482,620,A2912,2,1,5,45,89,119,112,13,12.5,7231,,,9732,1,1,7,3,2013-04-20
3272808,IR12N135,IR 90233-98-2-1-2,IR01N149/IR 64680-81-2-2-1-3//FEDEARROZ 50,B3635,621,A5509,2,1,5,46,90,120,111,20,11.5,7578,,,10315,0,1,7,5,2013-04-12
2336623,IR08N180,IR 82777-99-2-2-2,IR 72158-11-5-2-3/IR 73459-120-2-2-3//IRRI 123,B3569,622,B2816,2,1,5,47,81,111,105,14,10.1,5914,,,8177,0,1,3,3,2013-04-06
3522801,IR12N279,IR 91081-67-3-3-2,IR05N170/IRRI 143,B3659,623,A5531,2,1,5,48,94,124,97,19,12.5,6265,,,8432,4,1,1,3,2013-04-12
3346779,IR12N113,IR 90211-89-3-1-3,IR 74286-107-2-3/IR 68552-100-1-2-2//IRRI 146,B3631,624,A5475,2,1,5,49,100,130,122,15,12,5254,,,7111,0,1,1,5,2013-04-29
3426814,IR12A253,IR 91122-7-1-1-2,NERICA 6/PUSA BASMATI 1,A3530,625,A5233,2,1,5,50,90,120,124,16,10,6072,,,8405,3,7,7,9,2013-04-12
3158952,IR11N324,IR 88713-88-2-3-2,IR 72890-81-3-2/IRRI 146,B3623,626,B3089,2,1,6,50,95,125,110,20,13.9,7010,,,9283,0,1,5,5,2013-04-15
3219003,IR11A481,IR 88654-81-2-1-2,IRRI 168/IR02W101,A3509,627,A2865,2,1,6,49,90,120,104,16,11.2,7005,,,9568,0,1,7,5,2013-04-12
3158780,IR11A584,IR 89204-79-3-3-1,IR06F561/IR 72875-94-3-3-2//Mae khaw,A3513,628,A2768,2,1,6,48,85,115,103,15,12.1,7275,,,9836,3,1,5,5,2013-04-10
1265273,IR05N170,IR 79218-69-2-2-2,IR 72889-69-2-2-2/IR 72158-68-6-3,B3543,629,B3160,2,1,6,47,98,128,104,17,11.2,5475,4,5593,7640,0,1,3,3,2013-04-20
1845880,IR06N127,IR 80376-62-1-3-2,IR 73707-45-3-2-3/IR 68552-100-1-2-2,B3551,630,B3064,2,1,6,46,93,123,102,19,11,6983,,,9559,2,1,7,3,2013-04-12
3023024,IR11A325,IR 87533-129-3-3-3,IR04A427/IRRI 143,A3504,631,A2966,2,1,6,45,96,126,110,16,13.8,6265,,,8306,3,1,5,5,2013-04-15
1838118,IR06M139,IR 80482-32-2-3-3,MEM BERANO/PADI ABANG GOGO,M3674,632,M2788,2,1,6,44,89,119,97,18,12.8,6741,4,6887,9237,0,1,7,3,2013-04-10
1111627,IR03A290,IR 77140-24-2-1-2,IR 68068-99-1-3-3-3/JANAKI//IRRI 105,A3452,633,A3101,2,1,6,43,95,125,103,18,13.9,5940,,,7866,2,1,5,5,2013-04-15
3425539,IR12N137,IR 90218-8-3-3-2-2,IR05N173/IR02W101//COLOMBIA XXI,B3636,634,B5296,2,1,6,42,96,126,100,18,13.9,6016,,,7967,0,1,5,5,2013-04-15
3022709,IR11A106,IR 87468-39-1-3-3,IR00A103/IR 72875-94-3-3-2,A3489,635,A2765,2,1,6,41,82,112,104,17,10,6636,4,6779,9385,1,7,7,5,2013-04-09
2972722,IR11A341,IR 87542-86-2-2-1,IR05A125/CIHERANG,A3506,636,A3112,2,1,6,40,94,124,111,14,13.8,7575,,,10043,3,1,7,5,2013-04-15
2228542,IR07M101,IR 82467-19-3-2,IR 65192-4B-11-3/IR 64,M3679,637,M2888,2,1,6,39,84,114,91,14,9.4,5867,,,8176,0,1,5,3,2013-04-06
2972871,IR11N225,IR 87550-52-2-3-3,IR05N173/IRRI 143,B3619,638,B3141,2,1,6,38,95,125,99,20,12.5,6485,2,6554,8821,1,1,5,3,2013-04-12
2696901,IR10M147,IR 85656-73-3-1-2,IR05M119/IR 65450-173-2-1-3-3,M3686,639,M3045,2,1,6,37,90,120,100,16,13.1,6444,2,6513,8705,3,1,5,5,2013-04-12
3423716,IR12A136,IR 90242-5-1-1-1-2,"[IRRI 146,IR 71146-97-1-2-1-3,IR 71676-90-2-2,IR 72870-19-2-2-3,IRRI 143,IR04A285,IR03A550,IR 72967-12-2-3,IR 72903-121-2-1-2,IRRI 119]",A3519,640,A5116,2,1,6,36,86,116,115,14,12,7316,,,9902,0,1,7,5,2013-04-12
2450841,IR09A234,IR 83684-45-3-2-3,IR02A149/IRRI 123//IR01A163,A3473,641,A2906,2,1,6,35,86,116,100,16,9.9,5383,2,5441,7540,0,1,7,5,2013-04-09
967269,IR02A127,IR 75287-19-3-3-3,IR00A107/IR 62243-41-1-3-3,A3451,642,A3001,2,1,6,34,91,121,97,16,10.3,6457,2,6526,9004,0,1,5,5,2013-04-12
3427093,IR12N238,IR 92245-36-3-2-2,IR05N160/TEQING,B3645,643,B5399,2,1,6,33,91,121,110,18,14,6304,3,6406,8473,2,1,7,5,2013-04-10
2697033,IR10N291,IR 85650-30-3-1-2,IR05N341/IR 64680-81-2-2-1-3,B3612,644,B3134,2,1,6,32,96,126,117,17,13.6,7134,,,9480,4,1,5,3,2013-04-15
2220508,IR07A166,IR 81352-16-3-3-3-3,IR 73013-95-1-3-2/IR 72862-27-3-2-3,A3461,645,A3151,2,1,6,31,98,128,107,14,13.3,6436,,,8583,0,1,3,5,2013-04-15
2228660,IR07N197,IR 82274-140-2-1-1,IR01A135/PSB RC 14//IR01N144,B3561,646,B2971,2,1,6,30,89,119,109,15,12.4,6159,11,6540,8811,3,1,5,5,2013-04-10
2830669,IR10A239,IR 85836-40-3-3-1-2,NSIC RC 138/IR 64//IRRI 123,A3487,647,A2809,2,1,6,29,83,113,103,13,9.7,5774,1,5805,8062,3,1,3,3,2013-04-06
1855716,IR06N156,IR 80655-57-1-1-3,IR 72158-11-5-2-3/IR 73707-45-3-2-3//IR 72875-94-3-3-2,B3554,648,B2771,2,1,6,28,83,113,103,15,12,4296,4,4389,5940,0,1,5,3,2013-04-10
3425993,IR12A192,IR 91056-10-3-2-3,IR04A427/IR 66,A3526,649,A5172,2,1,6,27,92,122,114,14,11.5,5835,,,7943,2,1,7,7,2013-04-12
3158718,IR11N313,IR 89197-128-2-1-2,IR05N173/IRRI 143//IR 67966-44-2-3-2,B3622,650,B2936,2,1,6,26,94,124,109,16,13.4,6905,,,9197,1,1,5,5,2013-04-03
1402302,IR05N412,IR 79584-38-2-1-4,IR 72875-94-3-3-2/IR 73707-45-3-2-3,B3549,651,B2917,2,1,7,26,89,119,107,15,11.3,6683,4,6827,9315,1,1,5,5,
3272357,IR12N110,IR 89198-15-2-2-2-2,IR05N173/IR BB 60-1//IR02W101,B3628,652,A5472,2,1,7,27,94,124,106,17,12.8,6680,,,8959,0,1,5,3,2013-04-15
2754532,IR10A121,IR 84736-7-3-3-2-3,IR 72906-32-1-3-3/IR 72890-81-3-2,A3475,653,A2910,2,1,7,28,88,118,106,15,11.2,6036,4,6167,8422,0,1,5,5,2013-04-10
3522633,IR12N178,IR 91041-129-2-3-2,IRRI 146/PUSA BASMATI,B3640,654,B5339,2,1,7,29,89,119,111,16,11.1,5796,,,7925,4,1,3,3,2013-04-10
2696924,IR10M144,IR 85656-2-3-1-3,IR05M119/IR 65450-173-2-1-3-3,M3685,655,M3194,2,1,7,30,95,125,106,17,13.2,6222,5,6391,8532,1,1,5,5,2013-04-15
2642669,IR09M113,IR 84841-17-3-1-2,IR 75862-206-2-8-3-B-B-B/IR 68144-2B-2-2-3-1-166,M3682,656,M2940,2,1,7,31,90,120,91,16,10.9,5197,,,7122,0,7,7,5,
3426298,IR12A239,IR 91106-135-3-1-2,MTU 1010/IR06M139,A3529,657,A5219,2,1,7,32,91,121,116,18,11.4,7005,2,7080,9648,0,1,7,5,2013-04-04
2337749,IR08N136,IR 82489-19-2-3-1,IR 72967-12-2-3/PR 31090-33-2-1,B3565,658,B3022,2,1,7,33,86,116,100,15,10.9,5789,,,7933,1,1,5,5,2013-04-06
3158499,IR11N296,IR 88664-42-3-2-2,IR 73013-95-1-3-2/IR 67966-44-2-3-2,B3621,659,B3142,2,1,7,34,97,127,110,15,13.9,6320,,,8370,0,1,7,5,2013-04-15
2972309,IR11A297,IR 87529-120-3-1-2,IR04A427/IR00A109,A3500,660,A3060,2,1,7,35,95,125,107,16,14,7234,,,9569,3,1,7,3,2013-04-12
1384968,IR05N359,IR 79515-25-1-6-1,IR 72158-11-5-2-3/IR 72903-121-2-1-2,B3548,661,B3018,2,1,7,36,97,127,115,15,13.9,6599,,,8739,2,1,5,3,2013-04-20
3427079,IR12N235,IR 92244-18-2-1-3,IR05N128/TEQING,B3644,662,B5396,2,1,7,37,90,120,102,14,10.2,6189,,,8548,0,7,5,5,2013-04-12
2830309,IR10A196,IR 85636-52-3-3-1-2,IR04A285/IRRI 123,A3483,663,A2862,2,1,7,38,89,119,115,15,11.2,6980,,,9533,0,1,5,3,2013-04-12
3425948,IR12A180,IR 91051-22-1-1-3,IRRI 154/BR 29,A3523,664,A5160,2,1,7,39,93,123,108,16,13.3,6170,1,6203,8272,0,1,7,7,2013-04-13
2971765,IR11A192,IR 87464-69-3-2-1,BR 29/JANAKI,A3490,665,A3108,2,1,7,40,93,123,128,17,13.9,8300,,,10992,1,5,5,9,2013-04-15
3426582,IR12A163,IR 91028-54-2-1-1,IR01A111/MTU 1010,A3522,666,A5143,2,1,7,41,90,120,127,16,9.3,6979,,,9736,0,1,7,5,2013-04-12
1838100,IR06M143,IR 80482-64-3-3-3,MEM BERANO/PADI ABANG GOGO,M3675,667,M2838,2,1,7,42,87,117,103,20,10.3,5587,6,5770,7961,0,1,5,3,2013-04-09
2696999,IR10N294,IR 85650-123-3-1-3,IR05N341/IR 64680-81-2-2-1-3,B3614,668,B3137,2,1,7,43,98,128,118,22,13.9,6433,8,6717,8896,4,1,5,3,2013-04-15
1855724,IR06N155,IR 80655-33-3-2-1,IR 72158-11-5-2-3/IR 73707-45-3-2-3//IR 72875-94-3-3-2,B3553,669,B2770,2,1,7,44,88,118,117,18,14,7134,,,9436,0,5,5,3,2013-04-12
1960929,IR06A150,IR 80897-84-2-2-1,IR02A127/IR 64,A3459,670,A3051,2,1,7,45,95,125,108,17,12,7641,1,7682,10397,1,1,5,5,2013-04-15
2450950,IR09N523,IR 83673-22-3-1-2,IR 72860-74-1-2-1/IR 72158-11-5-2-3//IRRI 105,B3588,671,B3071,2,1,7,46,95,125,110,22,14,7650,,,10119,0,1,3,3,2013-04-15
82290,IRRI105,PSB RC 18,IR 24594-204-1-3-2-6-2/IR 28222-9-2-2-2-2,A3697,672,A2748,2,1,7,47,88,118,103,16,12.9,5651,1,5681,7611,0,1,9,5,2013-04-10
2697669,IR10M115,IR 84724-87-1-2-2-2,IR 69428-6-1-1-3-3/IR 75862-221-2-1-2-B-B-B,M3683,673,M2942,2,1,7,48,90,120,126,18,12.5,6600,,,8882,0,7,7,5,2013-04-10
3219955,IR11N403,IR 89179-78-1-3-3,IR 72967-12-2-3/IR00A117//IR 65482-4-136-2-2-B,B3625,674,B2834,2,1,7,49,83,113,95,21,10.7,6152,,,8450,1,1,7,5,2013-04-09
3522757,IR12N277,IR 91074-45-1-3-3,IR05N160/IRRI 154,B3658,675,A5529,2,1,7,50,98,128,117,19,13.9,6854,,,9077,3,1,1,3,2013-04-15
2696855,IR10N304,IR 85811-57-3-1-3,IR 72906-32-1-3-3/IR02N139//IRRI 118,B3616,676,B3088,2,1,8,50,95,125,100,16,12.4,7564,2,7645,10300,0,1,5,5,2013-04-17
2451064,IR09N505,IR 83306-120-1-1-2,IR 66/IRRI 146,B3584,677,B2922,2,1,8,49,87,117,83,22,11.4,6353,2,6421,8750,0,1,3,5,2013-04-10
2337030,IR08N164,IR 82503-21-2-3-3,IR04N101/IR01N200,B3568,678,B3164,2,1,8,48,100,130,117,16,10.2,6393,3,6496,8972,0,1,3,3,2013-04-20
1845549,IR06N146,IR 80402-88-3-1-3,IR01N200/IR 43,B3552,679,B3020,2,1,8,47,95,125,108,17,11.6,6247,1,6280,8539,0,1,5,,2013-04-15
2472354,IR09N142,IR 83835-59-1-1-1,IR 73012-15-2-2-1/IR01N144,B3571,680,B3165,2,1,8,46,98,128,106,22,11.6,6405,,,8709,1,1,5,3,2013-04-20
1134623,IR03A550,IR 77700-84-2-2-2,IR 68427-15-2-3-1/IR 68068-99-1-3-3-3//IR 43,A3453,681,A2952,2,1,8,45,92,122,94,21,9.9,6252,6,6457,8948,4,1,3,7,2013-04-12
3425696,IR12N259,IR 90238-60-2-1-2-3,IR02N195/IRRI 145//IR 6 (PAKISTAN),B3652,682,A5511,2,1,8,44,95,125,106,18,10,7121,,,9857,4,1,5,5,2013-04-12
3522616,IR12N177,IR 91041-24-1-2-3,IRRI 146/PUSA BASMATI,B3639,683,B5338,2,1,8,43,86,116,103,18,12.9,6059,,,8117,0,1,3,3,2013-04-10
2830601,IR10M278,IR 85825-67-3-1-3-3,IR 75862-221-2-1-2-B-B-B/IR 64//IRRI 123,M3689,684,M2842,2,1,8,42,91,121,113,16,13.3,5989,,,7986,1,7,5,3,
3426505,IR12A272,IR 91533-4-2-1-2,IR07F287/IR 77298-14-1-2-10//TAK RATIA,A3532,685,A5252,2,1,8,41,93,123,119,18,11.2,6567,,,8969,1,1,7,9,2013-04-12
2020798,IR06N234,IR 81178-29-2-3-2,IR 72158-16-3-3/IR01A154//IRRI 118,B3560,686,B3021,2,1,8,40,90,120,102,20,11.4,5860,,,7986,3,1,7,5,2013-04-12
3523215,IR12N249,IR 90223-2-3-3-2-2,IR05N204/IR01W102//IRRI 145,B3648,687,A5488,2,1,8,39,90,120,111,13,12.4,7186,,,9682,2,1,5,3,2013-04-12
2472677,IR09A120,IR 83290-71-2-3-3-2,JANAKI/IR02N463,A3467,688,A2903,2,1,8,38,89,119,100,17,10.1,5626,,,7779,2,1,5,5,2013-04-06
2696709,IR10N269,IR 85627-61-2-2-2,IR01W106/IR 71676-90-2-2,B3608,689,B2986,2,1,8,37,87,117,101,16,9.7,6845,,,9507,0,1,1,3,2013-04-04
2321219,IR08A128,IR 82571-544-2-3-1,NSIC RC 138/IRRI 123,A3463,690,A2854,2,1,8,36,86,116,102,18,10.4,6536,,,9007,1,1,5,5,2013-04-06
