GID,ENTRY!,DESIGNATION,PARENTS,ENTRYNO,PLOT,SOURCE,MATGP!,REP!,ROW,COLUMN,FLW,MATURITY,PLTHGT,TILLER,14MC,PLOTYIELD,MISSHILL,CPY,GRNYLD(Y/ha),BLAST,BB1,BPH,GLH,HARVESTDATE
2472354,IR09N142,IR 83835-59-1-1-1,IR 73012-15-2-2-1/IR01N144,B3571,831,B3165,2,2,14,45,96,126,107,21,11.3,6951,1,6988,9534,,,,,2013-04-17
1385285,IR05A235,IR 79478-67-3-3-2,IR 73008-138-2-2-2/IR00A103,A3456,832,A3003,2,2,14,44,84,114,97,16,13.2,6395,3,6498,8675,,,,,2013-04-10
1855724,IR06N155,IR 80655-33-3-2-1,IR 72158-11-5-2-3/IR 73707-45-3-2-3//IR 72875-94-3-3-2,B3553,833,B2770,2,2,14,43,89,119,112,20,13.1,6720,4,6865,9176,,,,,2013-04-15
3426505,IR12A272,IR 91533-4-2-1-2,IR07F287/IR 77298-14-1-2-10//TAK RATIA,A3532,834,A5252,2,2,14,42,96,126,119,11,12.5,6018,14,6499,8747,,,,,2013-04-15
2524958,IR09A133,IR 83849-72-2-3-3,IR 77080-B-34-1-1/IR 74286-107-2-3,A3468,835,A3154,2,2,14,41,98,128,118,17,13.7,6347,3,6449,8561,,,,,2013-04-20
3088465,IR10F559,IR 88228-33-3-5-2,IR 80410-B-197-4/IRRI 149//IRRI 146,F3665,836,F2117,2,2,14,40,91,121,115,14,13.1,7956,1,7998,10690,,,,,2013-04-05
1838072,IR06M150,IR 80482-93-2-3-1,MEM BERANO/PADI ABANG GOGO,M3678,837,M2839,2,2,14,39,92,122,107,25,12.4,6345,,,8549,,,,,2013-04-15
3425975,IR12A182,IR 91051-122-1-2-3,IRRI 154/BR 29,A3524,838,A5162,2,2,14,38,94,124,132,11,11.9,7049,,,9552,,,,,2013-04-15
3219693,IR11A417,IR 88684-91-1-1-2,IR05A117/IR02W101,A3507,839,A3016,2,2,14,37,91,121,129,15,10.8,6173,,,8469,,,,,2013-04-12
2450883,IR09N526,IR 83680-114-3-3-3,IR 73718-23-2-1-3/IR01N200//IRRI 105,B3589,840,B2880,2,2,14,36,87,117,94,14,10.8,5334,,,7318,,,,,
3408619,CR1009,CR 1009,PANKAIJ/JAGANNATH,F3691,841,F2165,2,2,14,35,106,136,105,22,13.4,7093,,,9448,,,,,2013-04-29
2450841,IR09A234,IR 83684-45-3-2-3,IR02A149/IRRI 123//IR01A163,A3473,842,A2906,2,2,14,34,87,117,95,16,9.8,4969,,,6894,,,,,2013-04-06
3522672,IR12A334,IR 91058-1-1-2-2,IR04A427/IRRI 143,A3540,843,A5455,2,2,14,33,93,123,101,20,10.7,6141,,,8435,,,,,2013-04-12
2697669,IR10M115,IR 84724-87-1-2-2-2,IR 69428-6-1-1-3-3/IR 75862-221-2-1-2-B-B-B,M3683,844,M2942,2,2,14,32,89,119,118,13,11.4,5961,,,8123,,,,,2013-04-09
3220090,IR11N239,IR 89191-19-3-3-3,IR05A117/IRRI 115//IRRI 146,B3620,845,B2990,2,2,14,31,92,122,100,18,12,6399,,,8661,,,,,2013-04-12
3522956,IR12N268,IR 91057-81-3-2-2,IR04A427/IRRI 146,B3655,846,A5520,2,2,14,30,98,128,100,15,13.9,6868,5,7055,9342,,,,,2013-04-15
2472593,IR09A116,IR 83347-113-2-2-3-2,IR BB 60-1/IRRI 146,A3466,847,A3153,2,2,14,29,100,130,93,22,10,5930,3,6026,8341,,,,,2013-04-17
2697336,IR10N238,IR 85155-22-2-2-2-2,IR01N126/IR02N174//IR 72903-121-2-1-2,B3606,848,B3130,2,2,14,28,96,126,115,16,13.9,7380,12,7880,10436,,,,,2013-04-15
3425611,IR12N254,IR 90229-141-3-3-2-2,IR 72971-77-1-5-2-2/IR02W101//NERICA 6,B3651,849,A5495,2,2,14,27,101,131,114,20,14,5435,5,5583,7385,,,,,2013-04-29
3023474,IR11A255,IR 87514-36-1-3-3,IR 72875-94-3-3-2/IRRI 143,A3492,850,A2767,2,2,14,26,88,118,106,12,9.6,6732,,,9360,,,,,2013-04-09
2697027,IR10N292,IR 85650-42-1-3-2,IR05N341/IR 64680-81-2-2-1-3,B3613,851,B3135,2,2,15,26,98,128,124,11,11.7,5944,5,6106,8292,,,,,2013-04-17
1265595,IR05N221,IR 79253-55-1-4-6,IR 74052-297-2-1/IR 71700-247-1-1-2,B3545,852,B2916,2,2,15,27,88,118,105,15,9.1,5690,1,5720,7998,,,,,2013-04-09
2524860,IR09N251,IR 84055-97-2-2-2,IRRI 143/IR04N114//IR BB 60-1,B3575,853,B3067,2,2,15,28,95,125,103,18,9.5,5813,,,8091,,,,,2013-04-15
3023039,IR11A334,IR 87535-124-3-1-3,IR04A427/IRRI 115,A3505,854,A3110,2,2,15,29,97,127,112,15,12.4,6573,,,8856,,,,,2013-04-15
2697238,IR10A134,IR 85634-15-3-3-1,IR04A285/JANAKI,A3477,855,A2859,2,2,15,30,87,117,100,15,10.9,6166,1,6199,8495,,,,,2013-04-09
3522744,IR12N184,IR 91074-8-2-2-2,IR05N160/IRRI 154,B3641,856,B5345,2,2,15,31,90,120,107,21,10.9,5644,,,7735,,,,,2013-04-12
3425855,IR12A157,IR 91027-67-3-2-3,IR01A111/IR06M139,A3520,857,A5137,2,2,15,32,90,120,108,14,12.1,5877,5,6037,8161,,,,,2013-04-12
3219038,IR11A490,IR 88662-90-1-3-1,IR 72903-99-2-3-2/IR01W102,A3511,858,A3061,2,2,15,33,95,125,107,16,13.6,5633,12,6015,7993,,,,,2013-04-15
2754601,IR10N108,IR 84029-B2-49-3-2-3-3,IR 65620-192-3-3-3-2/IR02N463//IR 72875-94-3-3-2,B3594,859,B2981,2,2,15,34,87,117,101,11,9.2,6088,,,8502,,,,,2013-04-06
2525022,IR09N262,IR 83838-8-2-2-2,IR00A117/IR 73707-45-3-2-3,B3578,860,B3170,2,2,15,35,98,128,95,20,10.9,5352,,,7335,,,,,
3427093,IR12N238,IR 92245-36-3-2-2,IR05N160/TEQING,B3645,861,B5399,2,2,15,36,94,124,110,17,11.9,6189,,,8386,,,,,2013-04-15
2472106,IR09A225,IR 83832-11-2-2-3,IR 72903-121-2-1-2/IRRI 135,A3471,862,A3053,2,2,15,37,93,123,107,17,9.7,6669,,,9262,,,,,2013-04-12
2337187,IR08N159,IR 82445-9-3-2-2,DAEYABYEO/IR04N114,B3567,863,B2773,2,2,15,38,83,113,107,12,11.1,5933,5,6094,8333,,,,,2013-04-17
3023573,IR11A306,IR 87531-25-3-3-3,IR04A427/IR 73006-12-3-3-2,A3502,864,A3015,2,2,15,39,91,121,111,12,9.4,7322,2,7400,10312,,,,,2013-04-12
2228542,IR07M101,IR 82467-19-3-2,IR 65192-4B-11-3/IR 64,M3679,865,M2888,2,2,15,40,84,114,97,10,9.6,5276,,,7336,,,,,2013-04-06
2337253,IR08N158,IR 82804-81-1-3-2,IR02N444/IR 73439-11-1-3-1//IRRI 115,B3566,866,B2868,2,2,15,41,86,116,97,16,12.7,5739,,,7706,,,,,2013-04-09
2472780,IR09N212,IR 83354-63-3-1-2-1,ODAEBYEO/IRRI 123,B3573,867,B3120,2,2,15,42,97,127,125,15,12.4,7644,1,7685,10354,,,,,2013-04-17
3522944,IR12N266,IR 91057-12-3-1-2,IR04A427/IRRI 146,B3653,868,A5518,2,2,15,43,87,117,99,17,9.8,5336,,,7403,,,,,2013-04-06
3246535,IR11F262,IR 89246-SUB 38-3-2-1,IR 70215-4-CPA 3-1-3-1/IRRI 145//CIGEULIS,F3669,869,F2133,2,2,15,44,99,129,109,16,10.4,3569,25,4113,5668,,,,,2013-04-15
3425539,IR12N137,IR 90218-8-3-3-2-2,IR05N173/IR02W101//COLOMBIA XXI,B3636,870,B5296,2,2,15,45,95,125,109,13,10.4,5342,,,7362,,,,,2013-04-15
2432629,IR09N522,IR 83650-92-1-3-3,DONGANBYEO/PSBRC 82//AREUMBYEO,B3587,871,B2980,2,2,15,46,86,116,98,16,11.6,6575,9,6904,9387,,,,,2013-04-17
3272808,IR12N135,IR 90233-98-2-1-2,IR01N149/IR 64680-81-2-2-1-3//FEDEARROZ 50,B3635,872,A5509,2,2,15,47,90,120,110,17,10.9,7851,,,10759,,,,,2013-04-12
82290,IRRI105,PSB RC 18,IR 24594-204-1-3-2-6-2/IR 28222-9-2-2-2-2,A3697,873,A2748,2,2,15,48,90,120,102,16,12.9,5535,,,7415,,,,,2013-04-10
2472101,IR09A224,IR 83832-26-2-1-2,IR 72903-121-2-1-2/IRRI 135,A3470,874,A3106,2,2,15,49,98,128,109,18,13.9,6840,5,7026,9304,,,,,2013-04-15
3425993,IR12A192,IR 91056-10-3-2-3,IR04A427/IR 66,A3526,875,A5172,2,2,15,50,95,125,115,18,13.1,6535,,,8735,,,,,2013-04-12
1253989,IRRI154,NSIC RC 222,IR 73012-137-2-2-2/IRRI 104,A3700,876,A2750,2,2,16,50,86,116,94,17,12.9,6619,2,6690,8962,,,,,2013-04-10
1856058,IR06N170,IR 80670-69-2-1-3,IR 68059-66-2-3-3-3/IR 68544-29-2-1-3-1-2//PSBRC 82,B3555,877,B2866,2,2,16,49,85,115,96,17,10.1,6092,,,8424,,,,,2013-04-09
2830601,IR10M278,IR 85825-67-3-1-3-3,IR 75862-221-2-1-2-B-B-B/IR 64//IRRI 123,M3689,878,M2842,2,2,16,48,92,122,103,15,13.3,6380,,,8508,,,,,2013-04-12
1838097,IR06M144,IR 80482-66-3-3-3,MEM BERANO/PADI ABANG GOGO,M3676,879,M2937,2,2,16,47,87,117,101,17,13.3,6287,5,6458,8612,,,,,2013-04-10
2858797,IR10A267,IR 86192-137-2-2-3,IR02A483/IR BB 60-1,A3488,880,A2763,2,2,16,46,86,116,96,17,10.2,6571,5,6750,9322,,,,,2013-04-10
82290,IRRI105,PSB RC 18,IR 24594-204-1-3-2-6-2/IR 28222-9-2-2-2-2,A3698,881,A2748,2,2,16,45,88,118,96,17,8.9,5628,,,7886,,,,,2013-04-09
2697495,IR10N160,IR 84757-58-1-1-3-2,IR04A115/IR01N203,B3600,882,B3126,2,2,16,44,94,124,107,18,13.5,6808,2,6881,9155,,,,,2013-04-17
2337749,IR08N136,IR 82489-19-2-3-1,IR 72967-12-2-3/PR 31090-33-2-1,B3565,883,B3022,2,2,16,43,86,116,105,15,10.4,5536,,,7629,,,,,2013-04-09
1253989,IRRI154,NSIC RC 222,IR 73012-137-2-2-2/IRRI 104,A3699,884,A2750,2,2,16,42,84,114,98,17,11.1,6283,,,8591,,,,,2013-04-09
3158963,IR11N328,IR 88723-21-1-3-1,IR01N110/IRRI 146,B3624,885,B3090,2,2,16,41,88,118,93,13,13.7,6239,1,6272,8325,,,,,2013-04-12
2697338,IR10N237,IR 85154-84-3-3-2-3,IR01N111/IRRI 164//IR 72890-81-3-2-2,B3605,886,B3083,2,2,16,40,91,121,101,14,13.9,7588,1,7628,10102,,,,,2013-04-12
2433641,IR10N101,IR 82493-71-1-2-2-2,IR00A115/IR01N144,B3593,887,B3124,2,2,16,39,94,124,110,13,11.5,6236,2,6303,8579,,,,,2013-04-15
2228660,IR07N197,IR 82274-140-2-1-1,IR01A135/PSB RC 14//IR01N144,B3561,888,B2971,2,2,16,38,87,117,99,16,11.4,5320,,,7250,,,,,2013-04-10
2858743,IR10A234,IR 85828-89-3-2-3-3,IR04A115/IR 72875-94-3-3-2//IRRI 135,A3486,889,A2962,2,2,16,37,86,116,104,15,11.6,7293,,,9916,,,,,2013-04-09
3346776,IR12N112,IR 90211-18-1-3-3,IR 74286-107-2-3/IR 68552-100-1-2-2//IRRI 146,B3630,890,A5474,2,2,16,36,86,116,97,11,10.2,5201,,,7184,,,,,2013-04-08
2697531,IR10M126,IR 84750-164-3-2-1-2,IR 75862-206-2-8-3-B-B-B/IRRI 123,M3684,891,M3042,2,2,16,35,92,122,98,17,13.8,6235,,,8267,,,,,2013-04-12
3425501,IR12A313,IR 90203-129-2-1-1-3,IRRI 168/IR 65482-4-136-2-2-B//JANAKI,A3535,892,A5420,2,2,16,34,95,125,106,14,13.5,5117,6,5285,7031,,,,,2013-04-15
1111251,IR03N137,IR 77186-148-3-4-3,IRRI 134/IR 70479-45-2-3//IR 64680-81-2-2-1-3,B3542,893,B2915,2,2,16,33,84,114,94,16,10.3,5334,1,5362,7398,,,,,2013-04-09
3425948,IR12A180,IR 91051-22-1-1-3,IRRI 154/BR 29,A3523,894,A5160,2,2,16,32,91,121,102,13,11.6,5646,,,7677,,,,,2013-04-18
1838123,IR06M138,IR 80482-24-2-2-1,MEM BERANO/PADI ABANG GOGO,M3673,895,M3187,2,2,16,31,99,129,102,18,11.5,6071,4,6202,8443,,,,,2013-04-29
2432627,IR10M239,IR 83663-20-3-2-2,IR 65192-4B-11-3/IR 64//AREUMBYEO,M3688,896,M2841,2,2,16,30,83,113,91,16,9.4,5691,7,5910,8235,,,,,2013-04-09
3522709,IR12A337,IR 91065-68-1-3-3,IR05A117/IRRI 123,A3541,897,A5458,2,2,16,29,96,126,95,16,13.3,5956,4,6085,8114,,,,,2013-04-15
2336623,IR08N180,IR 82777-99-2-2-2,IR 72158-11-5-2-3/IR 73459-120-2-2-3//IRRI 123,B3569,898,B2816,2,2,16,28,81,111,92,15,11.3,5280,,,7203,,,,,
3157718,IR11A429,IR 88696-131-1-3-3,IR 62161-184-3-1-3-2 R/IR02W101,A3508,899,A2967,2,2,16,27,87,117,94,17,10,5256,5,5399,7473,,,,,2013-04-09
2403712,CR1009-SUB1,IR07F291,CR 1009*3/IR 49830-7-1-2-3,F3693,900,F2166,2,2,16,26,103,133,102,17,10.7,5142,,,7063,,,,,2013-04-29
3128666,IR10F365,IR 87439-BTN-145-2-1,IR 70215-4-CPA 3-1-3-1/IRRI 146,F3664,901,F2113,2,2,17,26,89,119,105,14,13.3,6451,,,8603,,,,,2013-04-10
2754672,IR10N202,IR 85144-54-1-2-3-2,IR 72903-121-2-1-2/IR 73711-130-1-3-1//IR 64680-81-2-2-1-3,B3602,902,B2929,2,2,17,27,86,116,102,16,12.1,4881,3,4960,6705,,,,,2013-04-10
3425965,IR12A329,IR 91051-102-1-2-2,IRRI 154/BR 29,A3538,903,A5450,2,2,17,28,94,124,122,14,13.8,8126,1,8169,10831,,,,,2013-04-15
3425696,IR12N259,IR 90238-60-2-1-2-3,IR02N195/IRRI 145//IR 6 (PAKISTAN),B3652,904,A5511,2,2,17,29,92,122,121,17,11.4,6638,,,9046,,,,,2013-04-12
3219008,IR11A483,IR 88654-99-2-1-1,IRRI 168/IR02W101,A3510,905,A2811,2,2,17,30,91,121,110,16,11.3,6480,2,6549,8935,,,,,2013-04-12
2348720,IR08A176,IR 82492-60-3-2-2,IR 73013-95-1-3-2/IRRI 123,A3465,906,A2902,2,2,17,31,89,119,120,20,13.9,7166,,,9490,,,,,2013-04-12
3158952,IR11N324,IR 88713-88-2-3-2,IR 72890-81-3-2/IRRI 146,B3623,907,B3089,2,2,17,32,91,121,112,18,12,6812,2,6885,9319,,,,,2013-04-15
2857106,IR10A159,IR 85613-12-6-1-2-2,IR02W101/IRRI 105,A3482,908,A2912,2,2,17,33,89,119,111,18,12.3,6187,,,8346,,,,,2013-04-10
2758426,IR10A152,IR 85244-12-2-2-3-3,IRRI 126/IRRI 164//IR05F102/IR 66946-3R-178-1-1,A3480,909,A2808,2,2,17,34,84,114,110,15,10.4,6348,,,8748,,,,,2013-04-09
1201260,IR04A115,IR 77498-47-2-6-2-3,IR 68077-82-2-2-2-3/IR00A117,A3454,910,A2953,2,2,17,35,90,120,111,15,9.7,7558,4,7721,10724,,,,,2013-04-12
2143874,IR07A137,IR 81373-119-2-2-1,IRRI 123/IR 77080-B-34-1-1,A3460,911,A2853,2,2,17,36,86,116,105,17,13.7,6423,1,6457,8571,,,,,2013-04-12
3023505,IR11A287,IR 87528-13-2-2-1,IR04A427/IR 65450-173-2-1-1-3-3,A3496,912,A3010,2,2,17,37,86,116,111,16,11,6217,,,8510,,,,,2013-04-12
3523215,IR12N249,IR 90223-2-3-3-2-2,IR05N204/IR01W102//IRRI 145,B3648,913,A5488,2,2,17,38,90,120,110,17,13.9,6954,,,9209,,,,,2013-04-12
2451117,IR09A235,IR 83730-19-3-1-3,IR 77429-38-69-B-6-1-1/NSIC RC 138//IRRI 132,A3474,914,A2858,2,2,17,39,85,115,108,17,12.4,6621,,,8921,,,,,2013-04-10
2696924,IR10M144,IR 85656-2-3-1-3,IR05M119/IR 65450-173-2-1-3-3,M3685,915,M3194,2,2,17,40,95,125,108,18,11.3,6100,,,8322,,,,,2013-04-17
2451178,IR10M238,IR 82475-110-2-2-1-2,IR 68144-2B-2-2-3-1-120/IR 64,M3687,916,M2894,2,2,17,41,85,115,102,18,11.3,5347,5,5492,7493,,,,,2013-04-10
2472005,IR09N473,IR 84022-54-2-2-2,JANAKI/IR02N463//IRRI 123,B3581,917,B3173,2,2,17,42,97,127,108,19,12.4,6800,4,6947,9360,,,,,2013-04-17
2432692,IR09N543,IR 83330-84-1-2-3,IR 73707-45-3-2-3/IRRI 146,B3592,918,B3072,2,2,17,43,89,119,108,21,12.6,6649,,,8938,,,,,2013-04-10
2450968,IR09N520,IR 83353-48-2-2-2,IRRI 135/IRRI 146,B3586,919,B2879,2,2,17,44,86,116,113,16,12.1,6290,,,8504,,,,,2013-04-10
2450867,IR09N529,IR 83682-86-1-3-1,IR 74286-107-2-3/IR 72969-143-5-3-6-2//IRRI 105,B3590,920,B3175,2,2,17,45,102,132,127,20,12.8,6093,5,6259,8394,,,,,2013-04-29
3022919,IR11A279,IR 87527-1-3-1-3,IR04A427/BR 29,A3493,921,A2964,2,2,17,46,91,121,110,16,11.4,7624,1,7665,10445,,,,,2013-04-15
2754527,IR10N136,IR 84727-91-2-3-3-1,IRRI 135/IR 73459-120-2-2-3,B3597,922,B3076,2,2,17,47,93,123,118,17,11.5,6676,6,6895,9385,,,,,2013-04-17
2697240,IR10A133,IR 85634-10-3-1-2,IR04A285/JANAKI,A3476,923,A2959,2,2,17,48,87,117,106,17,13.5,6847,,,9110,,,,,2013-04-12
2830669,IR10A239,IR 85836-40-3-3-1-2,NSIC RC 138/IR 64//IRRI 123,A3487,924,A2809,2,2,17,49,84,114,102,20,10.5,5875,,,8087,,,,,2013-04-06
2337788,IR08N128,IR 82486-15-3-2-1,IR 72860-74-1-2-1/IR 72158-11-5-2-3,B3563,925,B2972,2,2,17,50,85,115,103,20,10.1,4952,22,5604,7749,,,,,2013-04-09
2450817,IR09N542,IR 83824-20-3-3,IR00A109/IR 72967-170-1-2-3-2,B3591,926,B2924,2,2,18,50,91,121,107,17,10,6344,5,6516,9020,,,,,2013-04-12
3425605,IR12N253,IR 90229-74-1-3-1-2,IR 72971-77-1-5-2-2/IR02W101//NERICA 6,B3650,927,A5494,2,2,18,49,97,127,117,16,11.8,7744,6,7998,10850,,,,,2013-04-17
3219003,IR11A481,IR 88654-81-2-1-2,IRRI 168/IR02W101,A3509,928,A2865,2,2,18,48,89,119,107,17,13.5,7032,,,9356,,,,,2013-04-12
2020800,IR06N233,IR 81178-25-2-2-3,IR 72158-16-3-3/IR01A154//IRRI 118,B3559,929,B2918,2,2,18,47,89,119,101,20,9.6,5153,5,5293,7360,,,,,2013-04-12
1855997,IR06N183,IR 80692-64-3-2-1,IR 73006-12-3-3-2/IR 68552-100-1-2-2//IR 68450-36-3-2-2-3,B3556,930,B2814,2,2,18,46,84,114,95,20,9.1,6268,,,8763,,,,,2013-04-09
2433291,IR09A229,IR 82578-26-3-2-2-1,PR 32749-9-10-5/IRRI 105,A3472,931,A2760,2,2,18,45,86,116,102,18,12.2,6761,,,9130,,,,,2013-04-11
3426427,IR12N284,IR 91134-13-3-2-2,THADOKKHAM 1/IRRI 146,B3660,932,A5536,2,2,18,44,89,119,99,17,11.2,5947,,,8123,,,,,2013-04-12
1845880,IR06N127,IR 80376-62-1-3-2,IR 73707-45-3-2-3/IR 68552-100-1-2-2,B3551,933,B3064,2,2,18,43,92,122,104,23,13.2,7784,,,10392,,,,,2013-04-12
3427199,IR12A298,IR 92270-15-2-3-3,IR 68897 B/IR 73013-95-1-3-2 R,A3534,934,A5278,2,2,18,42,91,121,103,20,13.8,7101,1,7139,9465,,,,,2013-04-12
2020798,IR06N234,IR 81178-29-2-3-2,IR 72158-16-3-3/IR01A154//IRRI 118,B3560,935,B3021,2,2,18,41,91,121,91,20,11,5889,,,8061,,,,,2013-04-13
2972796,IR11N202,IR 87546-42-3-2-3,IR05N173/BR 29,B3617,936,B3185,2,2,18,40,95,125,123,18,11.4,7979,,,10873,,,,,2013-04-17
3272343,IR12N106,IR 88718-51-2-1-1-3,IR 73711-130-1-3-1/IRRI 145,B3626,937,A5468,2,2,18,39,94,124,107,21,13.4,5793,,,7716,,,,,2013-04-17
3246650,IR11F239,IR 88789-SUB 64-2-2-3,MEKONGGA/IR07F289,F3668,938,F2131,2,2,18,38,90,120,102,22,12.2,6640,4,6784,9161,,,,,2013-04-12
2472584,IR09N190,IR 83650-59-2-5-2-2,DONGANBYEO/PSBRC 82//AREUMBYEO,B3572,939,B3026,2,2,18,37,91,121,95,19,12.4,6394,,,8615,,,,,2013-04-17
2754532,IR10A121,IR 84736-7-3-3-2-3,IR 72906-32-1-3-3/IR 72890-81-3-2,A3475,940,A2910,2,2,18,36,89,119,102,22,10.7,6438,,,8843,,,,,2013-04-12
2696701,IR10N271,IR 85627-96-3-3-1,IR01W106/IR 71676-90-2-2,B3609,941,B3033,2,2,18,35,91,121,100,21,14,7832,2,7916,10471,,,,,2013-04-13
3384693,IR12F257,IR 90105-SUB 26-2-2-2,IRRI 154/IR 70213-9-CPA 12-UBN 2-1-3-1,F3671,942,F2155,2,2,18,34,84,114,94,19,12.6,5239,,,7043,,,,,2013-04-11
3088385,IR10F577,IR 88234-STG 11-1-1-1,IRRI 149/IR06F148//IRRI 146,F3666,943,F2119,2,2,18,33,89,119,103,21,13,6487,,,8680,,,,,2013-04-12
2525013,IR09N260,IR 83838-16-2-1-2,IR00A117/IR 73707-45-3-2-3,B3577,944,B3169,2,2,18,32,98,128,107,19,11.1,6403,2,6471,8849,,,,,2013-04-29
2432761,IR09N507,IR 83317-54-1-2-3,IR 69428-6-1-1-3-3/IR 64,B3585,945,B2978,2,2,18,31,89,119,104,21,10.1,5810,7,6033,8343,,,,,2013-04-06
2972293,IR11A293,IR 87529-6-1-2-1,IR04A427/IR00A109,A3498,946,A3012,2,2,18,30,95,125,108,18,11.3,7320,2,7398,10093,,,,,2013-04-13
2754625,IR10N186,IR 85133-97-3-1-3-3,IR 63896-60-3-1-2/IR 71676-106-10-3//IRRI 123,B3601,947,B2983,2,2,18,29,89,119,96,27,12.3,6670,6,6889,9292,,,,,2013-04-12
3346766,IR12A111,IR 90204-178-2-3-2,IRRI 168/IR01W102//IR 65482-4-136-2-2-B,A3516,948,A5422,2,2,18,28,90,120,99,17,10.5,5898,4,6026,8295,,,,,2013-04-13
2972296,IR11A294,IR 87529-41-1-2-1,IR04A427/IR00A109,A3499,949,A3059,2,2,18,27,92,122,110,25,11.8,6274,,,8511,,,,,2013-04-13
3522757,IR12N277,IR 91074-45-1-3-3,IR05N160/IRRI 154,B3658,950,A5529,2,2,18,26,97,127,108,18,12.2,6328,,,8546,,,,,2013-04-17
1401800,IR05N341,IR 79504-48-1-6-2,IR 73707-56-5-1-2/IR 73707-45-3-2-3,B3547,951,B3115,2,2,19,26,97,127,124,15,12.4,6994,,,9423,,,,,2013-04-17
1134623,IR03A550,IR 77700-84-2-2-2,IR 68427-15-2-3-1/IR 68068-99-1-3-3-3//IR 43,A3453,952,A2952,2,2,19,27,90,120,95,16,11.4,5752,4,5876,8008,,,,,2013-04-12
2697231,IR10A135,IR 85634-34-3-2-2,IR04A285/JANAKI,A3478,953,A3007,2,2,19,28,89,119,107,16,11.6,7289,,,9911,,,,,2013-04-12
3272814,IR12A122,IR 90233-116-3-2-2,IR01N149/IR 64680-81-2-2-1-3//FEDEARROZ 50,A3518,954,A5436,2,2,19,29,91,121,110,16,13.9,6353,,,8413,,,,,2013-04-12
2853229,IR09F437,IR 94602-273-98,IRRI 105*2/IRRI 149,F3695,955,F2174,2,2,19,30,89,119,98,16,12.5,6089,,,8195,,,,,2013-04-11
3158780,IR11A584,IR 89204-79-3-3-1,IR06F561/IR 72875-94-3-3-2//Mae khaw,A3513,956,A2768,2,2,19,31,81,111,114,17,10.3,5787,,,7984,,,,,2013-04-04
2971770,IR11A193,IR 87464-106-1-2-3,BR 29/JANAKI,A3491,957,A3056,2,2,19,32,91,121,103,16,11.9,6799,,,9213,,,,,2013-04-13
3522699,IR12N269,IR 91062-113-1-3-2,IR05A117/IRRI 146,B3656,958,A5521,2,2,19,33,94,124,96,20,13.3,6203,,,8272,,,,,2013-04-15
3426814,IR12A253,IR 91122-7-1-1-2,NERICA 6/PUSA BASMATI 1,A3530,959,A5233,2,2,19,34,87,117,106,18,11.5,5375,,,7316,,,,,2013-04-11
3347461,IR12N122,IR 90221-140-2-3-3,IR05N204/IR02W101//IR 65620-192-3-3-3-2,B3632,960,A5487,2,2,19,35,89,119,95,18,14,5625,,,7440,,,,,
2525009,IR09N259,IR 83838-29-2-2-3,IR00A117/IR 73707-45-3-2-3,B3576,961,B3121,2,2,19,36,95,125,105,16,10.2,6455,,,8916,,,,,2013-04-17
2524833,IR09N246,IR 83822-8-2-2-2,IR 68058-71-2-1/IR 71700-247-1-1-2,B3574,962,B3167,2,2,19,37,91,121,98,18,11.2,5950,9,6248,8533,,,,,2013-04-17
3426582,IR12A163,IR 91028-54-2-1-1,IR01A111/MTU 1010,A3522,963,A5143,2,2,19,38,90,120,124,18,12.3,6831,,,9214,,,,,2013-04-11
2472677,IR09A120,IR 83290-71-2-3-3-2,JANAKI/IR02N463,A3467,964,A2903,2,2,19,39,87,117,97,17,9.8,5471,,,7590,,,,,2013-04-09
1855716,IR06N156,IR 80655-57-1-1-3,IR 72158-11-5-2-3/IR 73707-45-3-2-3//IR 72875-94-3-3-2,B3554,965,B2771,2,2,19,40,81,111,101,14,9.8,4611,7,4788,6643,,,,,2013-04-06
3426704,IR12A207,IR 91064-17-3-2-3,IR05A117/MTU 1010,A3527,966,A5187,2,2,19,41,91,121,119,16,10.4,6994,14,7554,10410,,,,,2013-04-13
3158499,IR11N296,IR 88664-42-3-2-2,IR 73013-95-1-3-2/IR 67966-44-2-3-2,B3621,967,B3142,2,2,19,42,95,125,109,16,11.9,5881,,,7969,,,,,2013-04-12
2471953,IR09N465,IR 84038-93-2-2-3,IR 68544-29-2-1-3-1-2/IRRI 146//IR 72890-81-3-2-2,B3580,968,B3122,2,2,19,43,91,121,112,16,12.2,6354,5,6527,8814,,,,,2013-04-17
3425963,IR12A328,IR 91051-78-2-3-3,IRRI 154/BR 29,A3537,969,A5449,2,2,19,44,93,123,126,13,11.1,7396,1,7435,10167,,,,,2013-04-17
1384968,IR05N359,IR 79515-25-1-6-1,IR 72158-11-5-2-3/IR 72903-121-2-1-2,B3548,970,B3018,2,2,19,45,93,123,119,14,11.7,7008,1,7045,9568,,,,,2013-04-17
1265273,IR05N170,IR 79218-69-2-2-2,IR 72889-69-2-2-2/IR 72158-68-6-3,B3543,971,B3160,2,2,19,46,96,126,102,15,13.7,6440,2,6509,8640,,,,,2013-04-15
3023555,IR11A303,IR 87530-105-2-3-3,IR04A427/IR 72875-94-3-3-2,A3501,972,A2913,2,2,19,47,90,120,110,17,10.5,7462,,,10272,,,,,2013-04-11
2697813,IR10N225,IR 85151-18-2-1-3-2,IR01N106/IR01N194//IRRI 143,B3604,973,B3179,2,2,19,48,94,124,109,17,11,7438,,,10182,,,,,2013-04-17
